Organism Scientific Name	Organism Common Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Datnioides undecimradiatus	Mekong tiger perch	isolate: QDKF35A	1333648	BGI_Dund_1.0	GCA_008933995.1	GenBank		Scaffold	3802431	595034438	2019-10-10		PRJNA574247	SAMN12855526
Thunnus orientalis	Pacific bluefin tuna	isolate: 20150902_amami#4_female	8238	tuna2	GCA_009176245.1	GenBank		Scaffold	5458584	786596543	2019-10-13		PRJDB8174	SAMD00166193
Sander vitreus	walleye	ecotype: Black Warrior River, isolate: WEE_64	283036	ASM919308v1	GCA_009193085.1	GenBank		Contig	4133	782907723	2019-10-21		PRJNA528354	SAMN11180528
Lophius piscatorius	angler	isolate: BF2	8074	BF2_Nord	GCA_009660295.1	GenBank		Contig	104538	747363853	2019-11-13		PRJNA529712	SAMN11282402
Lophius piscatorius	angler	isolate: BF1	8074	BF1_NORD	GCA_009660315.1	GenBank		Contig	6947	675616692	2019-11-13		PRJNA529712	SAMN11284904
Gambusia holbrooki	eastern mosquitofish	isolate: M4, sex: male	37273	ASM966307v1	GCA_009663075.1	GenBank		Scaffold	42011	764985754	2019-11-14		PRJNA550492	SAMN12130783
Chionodraco myersi	Myers' icefish	isolate: Ch_01_muscle	70433	Cmyersi_v0.1	GCA_009756435.1	GenBank		Scaffold	42918	1120102150	2019-12-16		PRJNA505759	SAMN10434302
Chionodraco hamatus	Antarctic icefish	isolate: Cha_01_muscle	36188	Chamatus_v0.1	GCA_009756495.1	GenBank		Scaffold	2261	829466164	2019-12-16		PRJNA505760	SAMN10434303
Notolabrus celidotus	New Zealand spotty	isolate: fNotCel1, sex: male	1203425	fNotCel1.pri	GCA_009762535.1	GenBank		Chromosome	3748462	846744125	2019-12-18		PRJNA561956	SAMN12623201
Notolabrus celidotus	New Zealand spotty	isolate: fNotCel1, sex: male	1203425	fNotCel1.alt	GCA_009762545.1	GenBank		Contig	572529	770553912	2019-12-17		PRJNA561957	SAMN12623201
Scophthalmus maximus	turbot	sex: female, strain: ysfri-turbot	52904	turbot	GCA_009764425.1	GenBank		Scaffold	27892	568428014	2019-12-18		PRJNA347492	SAMN05890600
Cyclopterus lumpus	lumpfish	isolate: fCycLum1, sex: male	8103	fCycLum1.alt	GCA_009769515.1	GenBank		Contig	599283	480967379	2019-12-19		PRJNA562004	SAMN12629502
Cyclopterus lumpus	lumpfish	isolate: fCycLum1, sex: male	8103	fCycLum1.pri	GCA_009769545.1	GenBank		Chromosome	4950682	572885595	2019-12-23		PRJNA562003	SAMN12629502
Hippoglossus hippoglossus	Atlantic halibut	isolate: fHipHip1, sex: male	8267	fHipHip1.pri	GCA_009819705.1	GenBank		Chromosome	7020318	596775069	2019-12-31		PRJNA562001	SAMN12629501
Hippoglossus hippoglossus	Atlantic halibut	isolate: fHipHip1, sex: male	8267	fHipHip1.alt	GCA_009819745.1	GenBank		Scaffold	826995	676690381	2019-12-27		PRJNA562002	SAMN12629501
Thamnaconus septentrionalis		sex: female	435163	ASM982339v1	GCA_009823395.1	GenBank		Chromosome	22457894	474309635	2020-01-02		PRJNA565600	SAMN12753623
Periophthalmus magnuspinnatus		isolate: fPerMag1, sex: female	409849	fPerMag1.pri	GCA_009829125.1	GenBank		Chromosome	2301275	752605361	2020-01-03		PRJNA561998	SAMN12629500
Periophthalmus magnuspinnatus		isolate: fPerMag1, sex: female	409849	fPerMag1.alt	GCA_009829135.1	GenBank		Scaffold	469974	698977026	2020-01-03		PRJNA561999	SAMN12629500
Collichthys lucidus	big head croaker	isolate: MT201911	240159	ASM985239v1	GCA_009852395.1	GenBank		Scaffold	12651	671994863	2020-01-10		PRJNA580353	SAMN13155762
Syngnathus floridae	dusky pipefish	isolate: RB5K3AAIWP	161585	ASM1001494v1	GCA_010014945.1	GenBank		Scaffold	11028	367727558	2020-01-30		PRJNA481557	SAMN09688109
Perca fluviatilis	European perch	sex: male	8168	GENO_Pfluv_1.0	GCA_010015445.1	GenBank	From INSDC submitter	Chromosome	4197643	951345774	2020-01-30	27915	PRJNA549142	SAMN12071746
Larimichthys polyactis	yellow croaker	isolate: SYC201911	334908	ASM1011929v1	GCA_010119295.1	GenBank		Scaffold	8079	694446753	2020-02-03		PRJNA587872	SAMN13220413
Poeciliopsis turrubarensis		isolate: HVK002, sex: male	188136	ASM1027701v1	GCA_010277015.1	GenBank		Scaffold	101021	596996646	2020-02-06		PRJNA555006	SAMN12288626
Poeciliopsis retropinna		isolate: HVK001, sex: male	188133	ASM1027707v1	GCA_010277075.1	GenBank		Scaffold	15063430	621841910	2020-02-06		PRJNA555005	SAMN12288624
Gadus morhua	Atlantic cod	ecotype: Celtic Sea, isolate: KGT-2019, sex: male	8049	gadMor_Celtic	GCA_010882105.1	GenBank		Chromosome	10559872	684268512	2020-02-21		PRJNA601905	SAMN13876601
Poeciliopsis occidentalis	Gila topminnow	isolate: AV76-7, sex: male	68464	ASM1088303v1	GCA_010883035.1	GenBank		Scaffold	56887	724239826	2020-02-20		PRJNA532900	SAMN11418710
Fundulus heteroclitus	mummichog	isolate: FHET01, sex: male	8078	MU-UCD_Fhet_4.1	GCA_011125445.2	GenBank		Chromosome	587965	1203489213	2020-08-12		PRJNA597160	SAMN13668183
Plectropomus leopardus	leopard coralgrouper		160734	Pleo_1.0	GCA_011397275.1	GenBank		Chromosome	1139749	787600493	2020-02-20		PRJDB9154	SAMD00199277
Epinephelus fuscoguttatus	brown-marbled grouper		293821	E.fuscoguttatus.final_Chr_v1	GCA_011397635.1	GenBank		Chromosome	13857438	1046995804	2020-02-20		PRJDB9224	SAMD00201013
Lythrypnus dalli	bluebanded goby	isolate: 56N3W33ZQX	314003	ASM1176350v1	GCA_011763505.1	GenBank		Scaffold	8114	830691505	2020-03-27		PRJNA361115	SAMN06220456
Dissostichus mawsoni	Antarctic toothfish	isolate: DM0001	36200	KU_Dm_1.0	GCA_011823955.1	GenBank	From INSDC submitter	Scaffold	3015437	926363279	2020-04-01	29240	PRJNA574770	SAMN12869232
Siniperca knerii	big-eye mandarin fish	isolate: DM1B, sex: male	214812	sinKne6b	GCA_011952075.1	GenBank		Chromosome	77506	723564461	2020-04-09		PRJNA513951	SAMN13269088
Siniperca chuatsi	mandarin fish	isolate: A2ci, sex: female	119488	sinChu7	GCA_011952085.1	GenBank		Chromosome	12191788	755045244	2020-04-09		PRJNA513951	SAMN13269087
Siniperca scherzeri	leopard mandarin fish	isolate: B2M1B, sex: male	228252	sinSch6b	GCA_011952095.1	GenBank		Chromosome	83753	736162835	2020-04-09		PRJNA513951	SAMN13269089
Coreoperca whiteheadi		isolate: CM1A, sex: male	228250	corWhi6b	GCA_011952105.1	GenBank		Chromosome	76587	712451466	2020-04-09		PRJNA513951	SAMN13269090
Verasper variegatus	spotted halibut	strain: 001	82366	ASM1239343v1	GCA_012393435.1	GenBank		Chromosome	175150	556789779	2020-04-16		PRJNA599060	SAMN13738317
Trematomus loennbergii	deepwater notothen	isolate: Antarctica	40692	KUTl01	GCA_012861695.1	GenBank		Scaffold	968532	1210523816	2020-04-27		PRJNA610666	SAMN14309518
Poecilia formosa	Amazon molly	breed: PFAF-AM, sex: female	48698	Poecilia_formosa_haplotype_mexicana	GCA_013036085.1	GenBank		Chromosome	1886272	745198679	2020-05-12		PRJNA616372	SAMN14441686
Poecilia formosa	Amazon molly	breed: PFAF-AM, sex: female	48698	Poecilia_formosa_haplotype_latipinna	GCA_013036135.1	GenBank		Chromosome	1103885	674449314	2020-05-12		PRJNA616373	SAMN14441686
Etheostoma cragini	Arkansas darter	isolate: CJK2018	417921	CSU_Ecrag_1.0	GCA_013103735.1	GenBank		Chromosome	45088	643078674	2020-05-15		PRJNA611833	SAMN14351042
Cromileptes altivelis	humpback grouper	isolate: Calt-HN2019, sex: hermaphrodite	304459	SYSU_Calt_1.1	GCA_013133815.1	GenBank		Chromosome	18269829	1013370389	2020-05-20		PRJNA623050	SAMN14537433
Verasper variegatus	spotted halibut	isolate: vva_ysfri_2017, sex: male	82366	ysfri_vvar_1.0	GCA_013332515.1	GenBank		Chromosome	14452835	545339360	2020-06-11		PRJNA634516	SAMN14998119
Hippoglossus stenolepis	Pacific halibut	isolate: PH-IPHC-18, sex: female	195615	IPHC_HiSten_1.0	GCA_013339905.1	GenBank	From INSDC submitter	Chromosome	17826919	594127359	2020-06-16	23617	PRJNA622249	SAMN14503176
Scophthalmus maximus	turbot	ecotype: atlantic turbot, isolate: AOZZmale01, sex: male	52904	ASM1334776v1	GCA_013347765.1	GenBank		Chromosome	20466349	556679315	2020-06-12		PRJNA631898	SAMN14896287
Antennarius maculatus	warty frogfish	isolate: fAntMac1	882753	fAntMac1.alt	GCA_013347815.1	GenBank		Contig	380060	530348589	2020-06-12		PRJNA561980	SAMN12623626
Oreochromis niloticus	Nile tilapia	breed: Japanese, sex: female	8128	XX_nile	GCA_013350305.1	GenBank		Chromosome	2478287	993468885	2020-06-18		PRJNA609616	SAMN14256593
Antennarius maculatus	warty frogfish	isolate: fAntMac1	882753	fAntMac1.pri	GCA_013358685.1	GenBank		Chromosome	10114706	549930323	2020-06-12		PRJNA561983	SAMN12623626
Oreochromis aureus	blue tilapia	breed: Guangdong, sex: male, strain: Israel	47969	ZZ_aureus	GCA_013358895.1	GenBank		Chromosome	4182292	1005558595	2020-06-18		PRJNA609616	SAMN14256941
Menidia beryllina	inland silverside	ecotype: Colorado, isolate: SB-RC-10X-2017	269057	ASM1336337v1	GCA_013363375.1	GenBank		Scaffold	40093	564723020	2020-06-19		PRJNA634345	SAMN14992539
Perca flavescens	yellow perch	isolate: individual 7	8167	MU_Pfla_1.0	GCA_013375545.1	GenBank		Contig	3466784	972456123	2020-06-29		PRJNA638629	SAMN15198649
Percina caprodes	logperch	isolate: individual 2	54317	MU_Pcap_1.0	GCA_013375575.1	GenBank		Scaffold	1429287	1011959657	2020-06-29		PRJNA638626	SAMN15198648
Betta splendens	Siamese fighting fish	isolate: SP2018	158456	Bspl.v1.2018	GCA_013403625.1	GenBank		Chromosome	2171468	440784772	2020-07-13		PRJNA592275	SAMN13419572
Amphilophus citrinellus	Midas cichlid	isolate: fMPI-2012, sex: female	61819	ASM1343575v1	GCA_013435755.1	GenBank		Chromosome	3839513	961214450	2020-07-23		PRJNA643830	SAMN15430250
Acanthopagrus latus	yellowfin seabream	ecotype: Guangdong, sex: female, strain: AL-2020-SCSFRI	8177	ASM1343651v1	GCA_013436515.1	GenBank		Chromosome	1174323	806072371	2020-07-23		PRJNA566022	SAMN12777031
Gasterosteus nipponicus			1778380	Gnip_1.0	GCA_014132575.1	GenBank		Scaffold	544634	599537287	2020-07-29		PRJDB9841	SAMD00226355
Oryzias melastigma	Indian medaka	isolate: bigg-433, sex: male	30732	ASM1417009v1	GCA_014170095.1	GenBank	From INSDC submitter	Scaffold	707795	844166318	2020-08-12	25699	PRJNA556761	SAMN12368440
Sciaenops ocellatus	red drum	isolate: XU1910, sex: female	76340	ASM1418314v1	GCA_014183145.1	GenBank		Chromosome	151930	684633790	2020-08-13		PRJNA578506	SAMN13064845
Nibea albiflora	white flower croaker	isolate: ZJHYS-2018, sex: female	240163	ASM1428187v1	GCA_014281875.1	GenBank		Chromosome	4420150	627578634	2020-08-24		PRJNA577200	SAMN13037310
Nothobranchius furzeri	turquoise killifish	sex: male, strain: GRZ	105023	MPIA_NFZ_2.0	GCA_014300015.1	GenBank	From INSDC submitter	Chromosome	26004	1052345740	2020-08-26	20242	PRJNA599375	SAMN13746779
Eleutheronema tetradactylum	Indian salmon	isolate: MA-2019	210139	CUHK_ma_10x	GCA_014490765.1	GenBank		Scaffold	30813	610497648	2020-09-08		PRJNA576868	SAMN13011971
Oryzias celebensis	Celebes medaka	strain: Ujung pandang (RS278)	126373	OryCel_1.0	GCA_014656515.1	GenBank		Scaffold	6114092	688088162	2020-09-12		PRJDB10371	SAMD00239084
Sebastes schlegelii	Schlegel's black rockfish	isolate: QAU-006	214486	ASM1467356v1	GCA_014673565.1	GenBank		Chromosome	5473395	848024649	2020-09-21		PRJNA516036	SAMN10781578
Lucifuga dentata	toothed Cuban cusk-eel	isolate: DC2019, sex: female	670423	Ldentata1.0	GCA_014773175.1	GenBank	From INSDC submitter	Scaffold	62305	630651555	2020-09-28	29968	PRJNA562121	SAMN12634698
Odontesthes bonariensis	pejerrey	isolate: GSChascomus1, sex: male	219752	GWU_Obon_1.1	GCA_014825785.1	GenBank		Scaffold	14340	870329685	2020-09-30		PRJNA327688	SAMN09607192
Xenentodon cancila	freshwater garfish	isolate: fXenCan1, sex: male	129108	fXenCan1.alt	GCA_014839645.1	GenBank		Scaffold	211426	658557970	2020-09-30		PRJNA561974	SAMN12623622
Anableps anableps	largescale foureyes	isolate: fAnaAna1, sex: male	195821	fAnaAna1.pri	GCA_014839685.1	GenBank		Chromosome	17460000	867616482	2020-09-30		PRJNA561985	SAMN12623628
Anableps anableps	largescale foureyes	isolate: fAnaAna1, sex: male	195821	fAnaAna1.alt	GCA_014839705.1	GenBank		Contig	112127	445542990	2020-09-30		PRJNA561986	SAMN12623628
Xenentodon cancila	freshwater garfish	isolate: fXenCan1, sex: male	129108	fXenCan1.pri	GCA_014839995.1	GenBank		Chromosome	2195850	736198484	2020-09-30		PRJNA561973	SAMN12623622
Micropterus salmoides	largemouth bass	ecotype: aquatic, isolate: LMB-PRFRI, sex: female	27706	ASM1485139v1	GCA_014851395.1	GenBank		Scaffold	1227323	963597430	2020-10-05		PRJNA640112	SAMN15299117
Nematolebias whitei	Rio pearlfish	isolate: Nwh7, sex: female	451745	NemWhi1	GCA_014905685.1	GenBank		Scaffold	19984	1218316901	2020-10-22		PRJNA560526	SAMN12588121
Oreochromis tanganicae		isolate: JAB6, sex: male	8142	JAB6.scf	GCA_015052225.1	GenBank		Scaffold	13689	743038855	2020-10-28		PRJNA550295	SAMN12123811
Tropheus moorii	blunthead cichlid	isolate: JBH5, sex: female	8150	JBH5.scf	GCA_015052245.1	GenBank		Scaffold	5745	671742922	2020-10-28		PRJNA550295	SAMN12123831
Cyprichromis pavo		isolate: JEB2, sex: male	309881	JEB2.scf	GCA_015052265.1	GenBank		Scaffold	7608	684650755	2020-10-28		PRJNA550295	SAMN12123846
Petrochromis trewavasae	threadfin cichlid	isolate: IWC9, sex: male	244518	IWC9.scf	GCA_015052285.1	GenBank		Scaffold	11868	709996764	2020-10-28		PRJNA550295	SAMN12123772
Hemibates koningsi		isolate: IZA5	2126561	IZA5.scf	GCA_015052305.1	GenBank		Scaffold	10032	725816905	2020-10-28		PRJNA550295	SAMN12123797
Gnathochromis permaxillaris		isolate: IUI5, sex: male	143505	IUI5.scf	GCA_015052325.1	GenBank		Scaffold	7170	692581368	2020-10-28		PRJNA550295	SAMN12123759
Neolamprologus prochilus		isolate: IVH2, sex: female	449324	IVH2.scf	GCA_015052335.1	GenBank		Scaffold	5308	670826502	2020-10-28		PRJNA550295	SAMN12123769
Lamprologus callipterus		isolate: IPH2, sex: male	32501	IPH2.scf	GCA_015052345.1	GenBank		Scaffold	9409	705074517	2020-10-28		PRJNA550295	SAMN12123702
Limnochromis abeelei		isolate: ITB4, sex: male	286579	ITB4.scf	GCA_015052385.1	GenBank		Scaffold	9174	694208540	2020-10-28		PRJNA550295	SAMN12123746
Altolamprologus calvus		isolate: IOE3, sex: female	34792	IOE3.scf	GCA_015052405.1	GenBank		Scaffold	8227	703299116	2020-10-28		PRJNA550295	SAMN12123691
Pseudosimochromis curvifrons		isolate: AYC7, sex: male	167848	AYC7.scf	GCA_015052425.1	GenBank		Scaffold	10150	705940351	2020-10-28		PRJNA550295	SAMN12123616
Cyprichromis zonatus		isolate: GPC9, sex: male	309894	GPC9.scf	GCA_015052445.1	GenBank		Scaffold	10175	696218319	2020-10-28		PRJNA550295	SAMN12123638
Xenotilapia sp. 'papilio sunflower'		isolate: GPF8, sex: male	240487	GPF8.scf	GCA_015052465.1	GenBank		Scaffold	5011	665658366	2020-10-28		PRJNA550295	SAMN12123640
Lamprologus ocellatus		isolate: ILD3, sex: female	195090	ILD3.scf	GCA_015052485.1	GenBank		Scaffold	6093	683075113	2020-10-28		PRJNA550295	SAMN12123656
Gnathochromis pfefferi		isolate: AWB7, sex: male	32498	AWB7.scf	GCA_015052505.1	GenBank		Scaffold	7499	684035700	2020-10-28		PRJNA550295	SAMN12123602
Petrochromis sp. 'orthognathus ikola' AB-2019		isolate: LFA8, sex: female	2591298	LFA8.scf	GCA_015052525.1	GenBank		Scaffold	6620	681483515	2020-10-28		PRJNA550295	SAMN12124070
Neolamprologus devosi		isolate: LEH2, sex: male	452213	LEH2.scf	GCA_015052545.1	GenBank		Scaffold	9800	710808205	2020-10-28		PRJNA550295	SAMN12124066
Pseudosimochromis marginatus		isolate: KCE7, sex: male	46578	KCE7.scf	GCA_015052565.1	GenBank		Scaffold	11713	706278120	2020-10-28		PRJNA550295	SAMN12123978
Simochromis diagramma		isolate: AUD8, sex: female	43689	AUD8.scf	GCA_015052585.1	GenBank		Scaffold	11212	706606566	2020-10-28		PRJNA550295	SAMN12123590
Tropheus sp. 'lunatus' AB-2019		isolate: KED7, sex: female	2591309	KED7.scf	GCA_015052595.1	GenBank		Scaffold	7234	688421799	2020-10-28		PRJNA550295	SAMN12123992
Neolamprologus pleuromaculatus		isolate: JZF1, sex: male	2591257	JZF1.scf	GCA_015052625.1	GenBank		Scaffold	6990	693565144	2020-10-28		PRJNA550295	SAMN12123962
Benitochromis conjunctus		isolate: JWE4, sex: male	1514669	JWE4.scf	GCA_015052645.1	GenBank		Scaffold	6902	665781484	2020-10-28		PRJNA550295	SAMN12123899
Apistogramma diplotaenia		isolate: JWD9, sex: male	2591248	JWD9.scf	GCA_015052665.1	GenBank		Scaffold	7784	627074439	2020-10-28		PRJNA550295	SAMN12123895
Julidochromis sp. 'unterfels' AB-2019		isolate: JWA2, sex: female	2591276	JWA2.scf	GCA_015052685.1	GenBank		Scaffold	11439	718430107	2020-10-28		PRJNA550295	SAMN12123878
Tropheus sp. 'black'		isolate: JVC3, sex: female	1818577	JVC3.scf	GCA_015052705.1	GenBank		Scaffold	12405	712498882	2020-10-28		PRJNA550295	SAMN12123868
Spathodus erythrodon		isolate: JUB7, sex: female	52956	JUB7.scf	GCA_015052725.1	GenBank		Scaffold	7973	694763626	2020-10-28		PRJNA550295	SAMN12123861
Chaenogobius annularis	forktongue goby	strain: Asamushi_draft_2	166741	agohaze_1	GCA_015082035.1	GenBank		Scaffold	803221	747409675	2020-10-21		PRJDB7125	SAMD00131633
Chalinochromis brichardi		isolate: AVA9, sex: female	34794	AVA9.scf	GCA_015102055.1	GenBank		Scaffold	7357	695644622	2020-10-29		PRJNA550295	SAMN12123596
Xenotilapia sima		isolate: IUF7, sex: male	32515	IUF7.scf	GCA_015102085.1	GenBank		Scaffold	7992	695915575	2020-10-29		PRJNA550295	SAMN12123755
Lepidiolamprologus elongatus		isolate: AUG8, sex: female	32503	AUG8.scf	GCA_015102115.1	GenBank		Scaffold	6445	686380566	2020-10-29		PRJNA550295	SAMN12123594
Ctenochromis horei		isolate: AVA8, sex: male	194657	AVA8.scf	GCA_015102135.1	GenBank		Scaffold	7663	687435822	2020-10-29		PRJNA550295	SAMN12123595
Simochromis diagramma		isolate: AUE1, sex: male	43689	AUE1.scf	GCA_015102155.1	GenBank		Scaffold	10334	702248343	2020-10-29		PRJNA550295	SAMN12123591
Variabilichromis moorii		isolate: AUC4, sex: male	34807	AUC4.scf	GCA_015102175.1	GenBank		Scaffold	7350	697536122	2020-10-29		PRJNA550295	SAMN12123589
Neolamprologus fasciatus		isolate: AUE7, sex: male	272721	AUE7.scf	GCA_015102195.1	GenBank		Scaffold	8402	707392205	2020-10-29		PRJNA550295	SAMN12123593
Variabilichromis moorii		isolate: AUC3, sex: female	34807	AUC3.scf	GCA_015102225.1	GenBank		Scaffold	10882	716053702	2020-10-29		PRJNA550295	SAMN12123588
Xenotilapia papilio		isolate: A206, sex: female	559346	A206.scf	GCA_015102255.1	GenBank		Scaffold	6907	700596226	2020-10-29		PRJNA550295	SAMN12123584
Pseudosimochromis babaulti		isolate: AUB6, sex: male	8156	AUB6.scf	GCA_015102275.1	GenBank		Scaffold	10123	705147137	2020-10-29		PRJNA550295	SAMN12123587
Aulonocranus dewindti		isolate: AUA9, sex: female	27731	AUA9.scf	GCA_015102295.1	GenBank		Scaffold	6878	678090864	2020-10-29		PRJNA550295	SAMN12123586
Aulonocranus dewindti		isolate: AUA1, sex: female	27731	AUA1.scf	GCA_015102315.1	GenBank		Scaffold	7123	683744053	2020-10-29		PRJNA550295	SAMN12123585
Neolamprologus hecqui		isolate: A142, sex: male	329912	A142.scf	GCA_015102335.1	GenBank		Scaffold	8563	715079083	2020-10-29		PRJNA550295	SAMN12123582
Neolamprologus nigriventris		isolate: A108, sex: female	309900	A108.scf	GCA_015102355.1	GenBank		Scaffold	9382	714664917	2020-10-29		PRJNA550295	SAMN12123581
Benthochromis tricoti		isolate: LDA9, sex: female	158760	LDA9.scf	GCA_015102395.1	GenBank		Scaffold	6156	677888442	2020-10-29		PRJNA550295	SAMN12124045
Tilapia brevimanus		isolate: JWF9, sex: female	158772	JWF9.scf	GCA_015102415.1	GenBank		Scaffold	11674	746799404	2020-10-29		PRJNA550295	SAMN12123913
Neolamprologus calliurus		isolate: INC7, sex: female	34801	INC7.scf	GCA_015102495.1	GenBank		Scaffold	8365	685605627	2020-10-29		PRJNA550295	SAMN12123676
Neolamprologus sexfasciatus		isolate: IND7, sex: male	559353	IND7.scf	GCA_015102515.1	GenBank		Scaffold	6282	688849680	2020-10-29		PRJNA550295	SAMN12123677
Neolamprologus modestus		isolate: IMH3, sex: female	272725	IMH3.scf	GCA_015102555.1	GenBank		Scaffold	9657	710568538	2020-10-29		PRJNA550295	SAMN12123674
Xenotilapia nasus		isolate: IMF7, sex: male	2591263	IMF7.scf	GCA_015102575.1	GenBank		Scaffold	7539	674943917	2020-10-29		PRJNA550295	SAMN12123671
Neolamprologus modestus		isolate: IMG9, sex: male	272725	IMG9.scf	GCA_015102595.1	GenBank		Scaffold	6844	691317804	2020-10-29		PRJNA550295	SAMN12123673
Julidochromis sp. 'kombe' AB-2019		isolate: INA6, sex: female	2591273	INA6.scf	GCA_015102605.1	GenBank		Scaffold	7283	677598341	2020-10-29		PRJNA550295	SAMN12123675
Xenotilapia nasus		isolate: IMF8, sex: female	2591263	IMF8.scf	GCA_015102635.1	GenBank		Scaffold	8211	701096423	2020-10-29		PRJNA550295	SAMN12123672
Telmatochromis temporalis		isolate: IMB3, sex: male	32511	IMB3.scf	GCA_015102655.1	GenBank		Scaffold	5514	651608604	2020-10-29		PRJNA550295	SAMN12123667
Neolamprologus obscurus		isolate: IMA2, sex: male	559352	IMA2.scf	GCA_015102675.1	GenBank		Scaffold	7921	686328513	2020-10-29		PRJNA550295	SAMN12123666
Lepidiolamprologus kendalli		isolate: IMD1, sex: male	329923	IMD1.scf	GCA_015102695.1	GenBank		Scaffold	10025	712814048	2020-10-29		PRJNA550295	SAMN12123669
Lepidiolamprologus kendalli		isolate: IMD2, sex: female	329923	IMD2.scf	GCA_015102705.1	GenBank		Scaffold	5846	679556897	2020-10-29		PRJNA550295	SAMN12123670
Telmatochromis temporalis		isolate: IMB4, sex: female	32511	IMB4.scf	GCA_015102735.1	GenBank		Scaffold	6984	683388748	2020-10-29		PRJNA550295	SAMN12123668
Neolamprologus obscurus		isolate: IMA1, sex: female	559352	IMA1.scf	GCA_015102755.1	GenBank		Scaffold	8147	690232326	2020-10-29		PRJNA550295	SAMN12123665
Benthochromis melanoides		isolate: ILG3, sex: female	299336	ILG3.scf	GCA_015102775.1	GenBank		Scaffold	8230	691444567	2020-10-29		PRJNA550295	SAMN12123662
Bathybates graueri		isolate: ILG7, sex: male	293468	ILG7.scf	GCA_015102795.1	GenBank		Scaffold	7795	707439858	2020-10-29		PRJNA550295	SAMN12123663
Benthochromis horii		isolate: ILF8, sex: male	559342	ILF8.scf	GCA_015102815.1	GenBank		Scaffold	8411	691640671	2020-10-29		PRJNA550295	SAMN12123661
Neolamprologus mustax		isolate: ILH1, sex: male	449322	ILH1.scf	GCA_015102835.1	GenBank		Scaffold	5833	676535975	2020-10-29		PRJNA550295	SAMN12123664
Neolamprologus sp. 'kombe' AB-2019		isolate: ILE6, sex: female	2591287	ILE6.scf	GCA_015102855.1	GenBank		Scaffold	6398	677961402	2020-10-29		PRJNA550295	SAMN12123659
Bathybates leo		isolate: ILF7, sex: female	293470	ILF7.scf	GCA_015102875.1	GenBank		Scaffold	6491	683123695	2020-10-29		PRJNA550295	SAMN12123660
Neolamprologus sp. 'kombe' AB-2019		isolate: ILE5, sex: male	2591287	ILE5.scf	GCA_015102895.1	GenBank		Scaffold	5081	627962048	2020-10-29		PRJNA550295	SAMN12123658
Julidochromis sp. 'kombe' AB-2019		isolate: ILD9, sex: male	2591273	ILD9.scf	GCA_015102915.1	GenBank		Scaffold	7872	683487422	2020-10-29		PRJNA550295	SAMN12123657
Lamprologus ocellatus		isolate: ILC1, sex: male	195090	ILC1.scf	GCA_015102935.1	GenBank		Scaffold	7327	677293717	2020-10-29		PRJNA550295	SAMN12123655
Neolamprologus mustax		isolate: ILB4, sex: female	449322	ILB4.scf	GCA_015102955.1	GenBank		Scaffold	7541	695925140	2020-10-29		PRJNA550295	SAMN12123652
Telmatochromis sp. 'lufubu' AB-2019		isolate: HXC8, sex: male	2591305	HXC8.scf	GCA_015102975.1	GenBank		Scaffold	7514	700980058	2020-10-29		PRJNA550295	SAMN12123650
Neolamprologus brevis		isolate: ILB7, sex: female	34800	ILB7.scf	GCA_015102995.1	GenBank		Scaffold	6781	665616206	2020-10-29		PRJNA550295	SAMN12123654
Neolamprologus brevis		isolate: ILB6, sex: male	34800	ILB6.scf	GCA_015103015.1	GenBank		Scaffold	6608	665718898	2020-10-29		PRJNA550295	SAMN12123653
Neolamprologus calliurus		isolate: ILA7, sex: male	34801	ILA7.scf	GCA_015103035.1	GenBank		Scaffold	8168	698644120	2020-10-29		PRJNA550295	SAMN12123651
Orthochromis indermauri		isolate: HXC7, sex: male	2527915	HXC7.scf	GCA_015103055.1	GenBank		Scaffold	6700	681965277	2020-10-29		PRJNA550295	SAMN12123649
Orthochromis indermauri		isolate: HXC6, sex: female	2527915	HXC6.scf	GCA_015103075.1	GenBank		Scaffold	10058	715093360	2020-10-29		PRJNA550295	SAMN12123648
Haplochromis sp. Chipwa		isolate: HXC5, sex: female	1892571	HXC5.scf	GCA_015103095.1	GenBank		Scaffold	9716	700233646	2020-10-29		PRJNA550295	SAMN12123647
Julidochromis transcriptus	masked julie	isolate: HFG1287, sex: male	70784	HFG1287.scf	GCA_015103115.1	GenBank		Scaffold	9288	713111330	2020-10-29		PRJNA550295	SAMN12123645
Haplochromis sp. Chipwa		isolate: HXC4, sex: male	1892571	HXC4.scf	GCA_015103135.1	GenBank		Scaffold	7331	674352407	2020-10-29		PRJNA550295	SAMN12123646
Petrochromis fasciolatus		isolate: GPH7, sex: male	287489	GPH7.scf	GCA_015103155.1	GenBank		Scaffold	6733	673260571	2020-10-29		PRJNA550295	SAMN12123644
Xenotilapia sp. 'papilio sunflower'		isolate: GPF9, sex: female	240487	GPF9.scf	GCA_015103175.1	GenBank		Scaffold	6722	690032972	2020-10-29		PRJNA550295	SAMN12123641
Cyprichromis zonatus		isolate: GPD1, sex: female	309894	GPD1.scf	GCA_015103195.1	GenBank		Scaffold	7134	673900190	2020-10-29		PRJNA550295	SAMN12123639
