transcript	gene	cds_length	mrna_length	is_longest	f0	f2	f3	f4
rna-XM_029833468.1	gene-LOC115249125	642	1797	yes	415	121	6	100
rna-XM_003963494.3	gene-mitf	1530	17657	no	978	307	25	220
rna-XM_011602666.2	gene-mitf	1533	17657	yes	980	308	25	220
rna-XM_029833467.1	gene-mitf	1224	10722	no	786	249	21	168
rna-XM_029833427.1	gene-LOC101063943	2940	16495	no	1863	620	29	428
rna-XM_029833426.1	gene-LOC101063943	2997	11402	yes	1902	627	30	438
rna-XM_003963495.3	gene-LOC101063943	2916	11293	no	1847	624	29	416
rna-XM_003963496.3	gene-lmod3	1875	2783	yes	1184	405	29	257
rna-XM_003963451.3	gene-arl6ip5	576	2901	yes	373	109	11	83
rna-XM_011602668.2	gene-uba3	1389	4710	yes	891	257	31	210
rna-XM_011602670.2	gene-uba3	1329	4156	no	853	242	30	204
rna-XM_011602671.2	gene-uba3	1329	4132	no	853	242	30	204
rna-XM_029833912.1	gene-LOC115249178	477	2552	yes	309	82	5	81
rna-XM_029834493.1	gene-LOC115249279	498	18109	yes	329	84	8	77
rna-XM_029834494.1	gene-LOC115249279	495	18102	no	327	83	8	77
rna-XM_029834093.1	gene-LOC101064839	1374	5992	yes	898	218	29	229
rna-XM_003963499.3	gene-LOC101064839	1374	5991	no	898	218	29	229
rna-XM_029834096.1	gene-LOC101064839	1374	4086	no	898	218	29	229
rna-XM_029834094.1	gene-LOC101064839	1374	4076	no	898	218	29	229
rna-XM_011602674.2	gene-LOC105416287	522	2321	yes	337	97	6	82
rna-XM_011602673.2	gene-LOC105416287	522	2295	no	337	97	6	82
rna-XM_011602672.2	gene-LOC105416287	522	2294	no	337	97	6	82
rna-XM_011602675.2	gene-LOC105416287	522	2281	no	337	97	6	82
rna-XM_011602676.2	gene-LOC101065054	2535	4908	yes	1610	472	30	423
rna-XM_029833141.1	gene-LOC101065280	3540	9359	yes	2287	624	68	561
rna-XM_029833139.1	gene-LOC101065280	3540	9172	no	2287	624	68	561
rna-XM_029833142.1	gene-LOC101065280	3528	9134	no	2280	621	68	559
rna-XM_029833143.1	gene-LOC101065280	2856	7529	no	1853	495	49	459
rna-XM_029833145.1	gene-LOC101065506	1383	2345	no	904	244	16	219
rna-XM_003963502.3	gene-LOC101065506	1428	2338	yes	934	247	16	231
rna-XM_029833144.1	gene-pm20d1	1569	9597	yes	991	278	30	270
rna-XM_003963503.3	gene-pm20d1	1569	3037	no	991	278	30	270
rna-XM_029833146.1	gene-LOC101070260	1359	2285	yes	888	243	16	212
rna-XM_029833147.1	gene-LOC101070260	1239	2072	no	811	225	14	189
rna-XM_011602679.2	gene-LOC101065963	1314	6636	no	835	237	16	226
rna-XM_029833148.1	gene-LOC101065963	1317	6636	yes	837	238	16	226
rna-XM_029833149.1	gene-LOC101065963	1317	5945	no	837	238	16	226
rna-XM_011602678.2	gene-LOC101065963	1317	4758	no	837	238	16	226
rna-XM_003963505.3	gene-mfsd4a	1557	2746	yes	1011	257	45	244
rna-XM_011602681.2	gene-LOC105416288	447	1531	no	289	85	4	69
rna-XM_011602682.2	gene-LOC105416288	378	1482	no	246	72	3	57
rna-XM_029834334.1	gene-LOC105416288	633	1516	no	411	109	12	101
rna-XM_011602680.2	gene-LOC105416288	636	1507	yes	413	110	12	101
rna-XM_003963453.3	gene-LOC101073733	576	3613	yes	369	103	7	97
rna-XM_011602683.2	gene-LOC101073733	576	2606	no	367	109	7	93
rna-XM_003963506.3	gene-LOC101066414	831	2323	yes	542	171	15	103
rna-XM_003963454.3	gene-LOC101073957	1680	5674	yes	1077	314	28	261
rna-XM_029834332.1	gene-LOC101066641	5142	222540	no	3352	885	50	855
rna-XM_029834326.1	gene-LOC101066641	5541	222538	yes	3603	976	56	906
rna-XM_029834327.1	gene-LOC101066641	5541	222538	no	3604	976	55	906
rna-XM_029834329.1	gene-LOC101066641	5439	222538	no	3537	957	55	890
rna-XM_029834330.1	gene-LOC101066641	5400	222537	no	3511	950	54	885
rna-XM_029834328.1	gene-LOC101066641	5460	222537	no	3551	960	56	893
rna-XM_029834333.1	gene-LOC101066641	5460	222537	no	3552	960	55	893
rna-XM_029834331.1	gene-LOC101066641	5358	222537	no	3485	941	55	877
rna-XM_029833083.1	gene-uii	369	3219	yes	233	74	2	60
rna-NM_001078617.1	gene-uii	369	1037	no	233	74	2	60
rna-XM_029833665.1	gene-LOC101066864	2451	11064	no	1536	583	18	314
rna-XM_011602685.2	gene-LOC101066864	2451	11064	yes	1536	583	18	314
rna-XM_011602686.2	gene-LOC101066864	1065	11058	no	671	251	11	132
rna-XM_029833666.1	gene-LOC105416294	786	3565	yes	517	152	12	105
rna-XM_003963455.3	gene-dvl1	2187	19424	no	1408	397	32	350
rna-XM_011602687.2	gene-dvl1	2190	19423	yes	1410	397	32	351
rna-XM_029833399.1	gene-dvl1	1842	8858	no	1195	319	26	302
rna-XM_029833398.1	gene-dvl1	1842	8858	no	1195	319	26	302
rna-XM_029833401.1	gene-dvl1	1674	18028	no	1076	307	29	262
rna-XM_029833400.1	gene-dvl1	1680	16881	no	1080	307	29	264
rna-XM_011602689.2	gene-LOC101067091	1266	9039	yes	802	245	17	202
rna-XM_003963457.3	gene-aurkaip1	627	1583	yes	389	133	7	98
rna-XM_029833387.1	gene-rap1gap	2271	29690	no	1469	438	32	332
rna-XM_029833388.1	gene-rap1gap	2235	29689	no	1444	431	31	329
rna-XM_029833393.1	gene-rap1gap	2178	29637	no	1413	421	31	313
rna-XM_029833395.1	gene-rap1gap	2178	29637	no	1413	421	31	313
rna-XM_029833396.1	gene-rap1gap	2079	29596	no	1346	402	31	300
rna-XM_029833389.1	gene-rap1gap	2235	23533	no	1446	430	32	327
rna-XM_029833390.1	gene-rap1gap	2199	23531	no	1421	423	31	324
rna-XM_029833397.1	gene-rap1gap	2412	18324	no	1555	466	31	360
rna-XM_029833382.1	gene-rap1gap	2490	18321	no	1604	478	33	375
rna-XM_029833384.1	gene-rap1gap	2430	18313	no	1567	469	31	363
rna-XM_029833380.1	gene-rap1gap	2508	18313	yes	1616	481	33	378
rna-XM_029833391.1	gene-rap1gap	2178	18313	no	1413	421	31	313
rna-XM_029833392.1	gene-rap1gap	2178	18313	no	1413	421	31	313
rna-XM_029833383.1	gene-rap1gap	2472	18311	no	1591	474	32	375
rna-XM_029833386.1	gene-rap1gap	2301	18311	no	1481	447	29	344
rna-XM_029833385.1	gene-rap1gap	2379	18311	no	1530	459	31	359
rna-XM_029833381.1	gene-rap1gap	2496	18310	no	1608	480	33	375
rna-XM_003963510.3	gene-LOC101067535	1809	6789	yes	1180	333	28	268
rna-XM_011602691.2	gene-LOC101067763	1353	2659	yes	877	232	24	220
rna-XM_029833404.1	gene-LOC115249093	615	2404	yes	399	104	9	103
rna-XM_029833405.1	gene-LOC115249093	615	2263	no	399	104	9	103
rna-XM_003976766.2	gene-LOC101079025	1353	2310	yes	878	230	25	220
rna-XM_029833403.1	gene-LOC115249092	1353	2450	yes	879	230	25	219
rna-XM_011602692.2	gene-LOC101067991	1479	11090	yes	956	268	10	245
rna-XM_029833557.1	gene-LOC101067991	1479	11043	no	956	268	10	245
rna-XM_029833558.1	gene-LOC101067991	1479	10905	no	956	268	10	245
rna-XM_011602696.2	gene-pan2	3618	7170	no	2342	670	48	558
rna-XM_011602694.2	gene-pan2	3630	7170	yes	2350	673	48	559
rna-XM_029833914.1	gene-LOC105416289	651	1732	yes	422	109	9	111
rna-XM_011602697.2	gene-ormdl2	462	2129	no	300	74	11	77
rna-XM_003963458.3	gene-ormdl2	534	1929	yes	347	87	11	89
rna-XM_011602698.2	gene-LOC101068455	1383	3076	yes	883	278	26	196
rna-XM_029833591.1	gene-LOC115249138	1353	2576	yes	879	230	24	220
rna-XM_003979913.3	gene-pym1	618	2197	yes	402	118	6	92
rna-XM_003979914.3	gene-LOC101071411	1005	3100	yes	658	146	14	187
rna-XM_029833966.1	gene-LOC101071411	1005	3100	no	658	146	14	187
rna-XM_029833965.1	gene-LOC101071411	1005	3100	no	658	146	14	187
rna-XM_029833967.1	gene-LOC101071411	1005	2919	no	658	146	14	187
rna-XM_029833924.1	gene-LOC115249180	1038	1588	yes	664	253	27	94
rna-XM_003963459.3	gene-slc48a1	435	2260	yes	289	63	12	71
rna-XM_011602701.2	gene-LOC101068679	2646	12881	yes	1674	528	36	408
rna-XM_029833589.1	gene-LOC101068679	2562	10376	no	1617	516	36	393
rna-XM_011602700.2	gene-LOC101068679	2607	10374	no	1646	523	36	402
rna-XM_011602702.2	gene-LOC101068679	2430	7866	no	1532	492	34	372
rna-XM_003963515.3	gene-LOC101068902	3171	26264	yes	2047	562	47	515
rna-XM_003963516.3	gene-csrnp2	1560	6945	yes	986	296	15	263
rna-XM_029834073.1	gene-tfcp2	1629	7172	yes	1056	312	35	226
rna-XM_003963460.3	gene-tfcp2	1491	7169	no	968	282	33	208
rna-XM_011602704.2	gene-tfcp2	1629	7169	no	1056	312	35	226
rna-XM_029833261.1	gene-pou6f1	2130	7351	yes	1377	309	34	410
rna-XM_011602706.2	gene-pou6f1	2001	7322	no	1297	273	30	401
rna-NM_001078634.1	gene-dazap2	510	2083	yes	350	57	3	100
rna-XM_011602709.2	gene-LOC105416291	297	1529	no	193	34	2	68
rna-XM_011602707.2	gene-LOC105416291	300	1528	yes	195	34	2	69
rna-XM_011602728.2	gene-LOC101069590	1395	4946	yes	892	308	11	184
rna-XM_003963519.3	gene-LOC101069816	822	2415	yes	536	136	11	139
rna-XM_029833621.1	gene-racgap1	1896	5372	yes	1212	348	38	298
rna-XM_029833622.1	gene-racgap1	1896	5361	no	1212	348	38	298
rna-XM_011602710.2	gene-racgap1	1896	5361	no	1212	348	38	298
rna-XM_029833619.1	gene-LOC101070272	2367	17907	yes	1526	415	29	397
rna-XM_029833620.1	gene-LOC101070272	2010	8516	no	1293	356	21	340
rna-XM_003963463.3	gene-cs	1410	6566	yes	914	250	13	233
rna-XM_003963521.3	gene-LOC101070502	750	3383	yes	485	130	13	122
rna-XM_003963464.3	gene-ankrd52	3234	16533	yes	2049	599	31	555
rna-XM_011602712.2	gene-rnf41	957	4282	yes	619	184	20	134
rna-XM_003963465.3	gene-rnf41	957	4270	no	619	184	20	134
rna-XM_003963522.3	gene-LOC101070734	2196	14815	yes	1414	421	33	328
rna-XM_029833536.1	gene-LOC101070963	1119	6520	yes	713	215	10	181
rna-XM_003963466.3	gene-LOC101076406	1722	4261	yes	1118	305	20	279
rna-XM_011602714.2	gene-LOC101076406	1698	4261	no	1102	300	18	278
rna-XM_011602715.2	gene-LOC105416292	534	1826	yes	345	111	6	72
rna-XM_029833538.1	gene-letmd1	855	3357	no	530	170	16	139
rna-XM_029833537.1	gene-letmd1	1089	3352	yes	674	226	18	171
rna-XM_003963467.3	gene-cd63	723	3991	yes	472	124	21	106
rna-XM_029833539.1	gene-cd63	723	3791	no	472	124	21	106
rna-XM_011602718.2	gene-LOC101071422	2589	10296	no	1620	550	16	403
rna-XM_003963525.3	gene-LOC101071422	2667	10296	yes	1671	563	17	416
rna-XM_003963468.3	gene-apex2	1677	2870	yes	1083	304	18	272
rna-XM_029833524.1	gene-LOC101077095	1428	8680	yes	929	220	48	231
rna-XM_029833526.1	gene-LOC101077095	1428	8279	no	929	220	48	231
rna-XM_003963469.3	gene-LOC101077095	1428	7206	no	929	220	48	231
rna-XM_011602719.2	gene-LOC101071646	1638	4602	yes	1064	233	14	327
rna-XM_029833521.1	gene-LOC101071646	1533	4602	no	1001	208	14	310
rna-XM_011602720.2	gene-LOC101071870	2235	10171	yes	1432	402	25	376
rna-XM_029833520.1	gene-LOC101075139	1656	5472	yes	1065	333	17	241
rna-XM_011602732.2	gene-LOC101075139	1608	5471	no	1033	324	15	236
rna-XM_011602775.2	gene-LOC105416299	1842	7095	yes	1194	300	17	331
rna-XM_029833510.1	gene-LOC105416299	1629	7095	no	1057	267	17	288
rna-XM_029833511.1	gene-LOC105416299	1014	5389	no	656	182	15	161
rna-XM_029833532.1	gene-LOC101075360	1209	5101	yes	780	205	20	204
rna-XM_029833533.1	gene-LOC101075360	1209	5101	no	780	205	20	204
rna-XM_003963541.3	gene-LOC101075360	1209	4612	no	780	205	20	204
rna-XM_011602734.2	gene-wdr13	1449	5173	yes	917	268	18	246
rna-XM_011602733.2	gene-wdr13	1449	5164	no	917	268	18	246
rna-XM_011602776.2	gene-LOC101072313	303	1038	yes	185	75	3	40
rna-XM_029833530.1	gene-porcn	1389	4287	yes	902	241	21	225
rna-XM_029833531.1	gene-porcn	1389	4042	no	902	241	21	225
rna-XM_029833527.1	gene-LOC105416296	1215	4580	no	772	246	10	187
rna-XM_029833528.1	gene-LOC105416296	1215	4566	no	772	246	10	187
rna-XM_011602736.2	gene-LOC105416296	1395	3660	yes	889	279	13	214
rna-XM_029833549.1	gene-LOC101076029	2589	10878	yes	1628	514	20	427
rna-XM_029833495.1	gene-LOC101076258	4785	12780	yes	3052	961	58	714
rna-XM_029833496.1	gene-LOC101076258	4653	12779	no	2973	928	57	695
rna-XM_011602738.2	gene-LOC101076258	4728	12778	no	3015	955	57	701
rna-XM_011602737.2	gene-LOC101076258	4785	12778	no	3052	961	58	714
rna-XM_003963545.3	gene-LOC101076258	4779	12760	no	3048	960	58	713
rna-XM_029833498.1	gene-LOC101076483	4578	22533	no	2945	768	46	819
rna-XM_029833497.1	gene-LOC101076483	4602	22533	no	2960	772	47	823
rna-XM_011602739.2	gene-LOC101076483	4617	22532	yes	2970	774	47	826
rna-XM_029833499.1	gene-LOC105416297	4392	26435	yes	2775	810	37	770
rna-XM_029833500.1	gene-LOC105416297	4116	17022	no	2599	761	33	723
rna-XM_029833501.1	gene-LOC105416297	3495	23960	no	2214	600	34	647
rna-XM_029833502.1	gene-LOC105416297	3417	23897	no	2164	589	34	630
rna-XM_003963548.3	gene-gpkow	1515	3990	yes	973	313	21	208
rna-XM_029833540.1	gene-pqbp1	681	2238	no	427	148	5	101
rna-XM_011602743.2	gene-pqbp1	681	2244	yes	427	148	5	101
rna-XM_003963549.3	gene-pqbp1	681	2228	no	427	148	5	101
rna-XM_011602742.2	gene-timm17b	513	2688	yes	332	82	11	88
rna-XM_029833494.1	gene-cacna1f	6174	13201	yes	4021	1063	145	945
rna-XM_003963528.3	gene-syp	867	7891	yes	582	136	11	138
rna-XM_003963551.3	gene-plp2	462	5333	yes	306	60	21	75
rna-XM_029833507.1	gene-prickle3	2388	11337	yes	1517	463	22	386
rna-XM_029833508.1	gene-prickle3	2190	4832	no	1388	425	21	356
rna-XM_003963553.3	gene-LOC101078300	1263	3105	yes	793	204	8	258
rna-XM_029833512.1	gene-LOC101078523	1695	3695	yes	1082	272	18	323
rna-XM_003963530.3	gene-LOC101072908	330	2164	yes	213	51	5	61
rna-XM_011602782.2	gene-LOC105416300	1494	3811	no	941	255	11	287
rna-XM_029833522.1	gene-LOC105416300	1560	3372	yes	987	261	11	301
rna-XM_029833523.1	gene-LOC105416300	1494	3369	no	941	255	11	287
rna-XM_029833513.1	gene-LOC101078750	1722	4510	yes	1082	334	25	281
rna-XM_029833514.1	gene-LOC101078750	1710	3489	no	1074	334	25	277
rna-XM_029833515.1	gene-LOC101078750	1701	3489	no	1069	329	25	278
rna-XM_029833546.1	gene-LOC101079201	534	23426	yes	329	109	4	92
rna-XM_029833548.1	gene-LOC101079201	522	23426	no	333	92	3	94
rna-XM_029833545.1	gene-LOC101079201	534	7759	no	329	109	4	92
rna-XM_029833544.1	gene-LOC101079201	534	7758	no	329	109	4	92
rna-XM_029833547.1	gene-LOC101079201	534	5482	no	329	109	4	92
rna-XM_003963556.2	gene-LOC101078973	1197	6499	yes	771	188	26	212
rna-XM_029833535.1	gene-LOC101078973	1197	6171	no	771	188	26	212
rna-XM_011602784.2	gene-LOC105416301	2640	3328	yes	1671	511	23	435
rna-XM_011602749.2	gene-LOC101079427	1674	7672	no	1063	294	33	284
rna-XM_029833519.1	gene-LOC101079427	1311	7672	no	834	238	27	212
rna-XM_029833518.1	gene-LOC101079427	1590	7662	no	1008	283	30	269
rna-XM_029833516.1	gene-LOC101079427	1698	7661	yes	1077	299	32	290
rna-XM_029833517.1	gene-LOC101079427	1671	7653	no	1061	293	33	284
rna-XM_029833417.1	gene-LOC115249107	570	3192	yes	366	98	9	97
rna-XM_011602751.2	gene-LOC101079882	1782	4864	no	1182	295	23	282
rna-XM_011602750.2	gene-LOC101079882	1842	3236	yes	1222	304	26	290
rna-XM_011602753.2	gene-LOC101080110	1365	4578	no	898	199	21	247
rna-XM_003963560.3	gene-LOC101080110	1365	4578	yes	898	199	21	247
rna-XM_003963531.3	gene-LOC101073127	690	2823	no	438	155	13	84
rna-XM_011602752.2	gene-LOC101073127	717	2823	yes	457	157	14	89
rna-XM_029833541.1	gene-LOC101073355	600	2672	yes	383	124	5	88
rna-XM_029833542.1	gene-LOC101061100	600	2556	yes	379	106	6	109
rna-XM_003963533.3	gene-LOC101073585	366	1907	yes	242	58	3	63
rna-XM_029833509.1	gene-LOC101061331	2052	14742	yes	1335	356	23	338
rna-XM_011602787.2	gene-LOC101061331	2049	14740	no	1333	355	23	338
rna-XM_029833503.1	gene-LOC101061553	4314	10191	yes	2774	851	55	634
rna-XM_029833504.1	gene-LOC101061553	4311	10191	no	2772	851	55	633
rna-XM_011602788.2	gene-LOC101061553	4314	9161	no	2774	851	55	634
rna-XM_029833505.1	gene-LOC101061776	3609	10175	yes	2293	699	27	590
rna-XM_029833506.1	gene-LOC101061776	3609	10175	no	2293	699	27	590
rna-XM_011602756.2	gene-LOC101073808	1404	5913	no	913	289	21	181
rna-XM_003963534.3	gene-LOC101073808	1404	5913	yes	913	289	21	181
rna-XM_003963535.3	gene-adrm1	1308	2966	yes	856	198	15	239
rna-XM_029834483.1	gene-adrm1	1239	2921	no	812	185	13	229
rna-XM_011602757.2	gene-adrm1	1239	2815	no	812	185	13	229
rna-XM_029834482.1	gene-LOC101062006	1449	4976	no	915	263	13	258
rna-XM_029834481.1	gene-LOC101062006	1530	4976	no	966	274	13	277
rna-XM_011602759.2	gene-LOC101062006	1527	4976	no	962	278	14	273
rna-XM_029834480.1	gene-LOC101062006	1608	4976	yes	1013	289	14	292
rna-XM_011602731.2	gene-xkr7	1686	5596	yes	1095	266	29	296
rna-NM_001032707.1	gene-xkr7	1215	3617	no	789	202	25	199
rna-XM_003963536.3	gene-LOC101074250	558	4877	yes	360	108	9	81
rna-XM_011602761.2	gene-LOC101074250	558	4877	no	360	108	9	81
rna-XM_011602760.2	gene-LOC101074250	558	4783	no	360	108	9	81
rna-XM_029834484.1	gene-LOC101062233	4620	11038	yes	2955	935	40	690
rna-XM_011602765.2	gene-LOC101062460	1353	2879	yes	886	233	16	218
rna-XM_029833640.1	gene-klhl12	1695	13705	no	1096	298	24	277
rna-XM_003963537.3	gene-klhl12	1797	5313	yes	1162	321	25	289
rna-XM_011602767.2	gene-klhl12	1695	5311	no	1096	298	24	277
rna-XM_011602766.2	gene-klhl12	1695	5311	no	1096	298	24	277
rna-XM_003963567.3	gene-ptpn1	1323	5339	yes	848	236	15	224
rna-XM_011602768.2	gene-LOC101062898	876	1412	yes	550	186	9	131
rna-XM_003963538.3	gene-tmem189	828	4400	yes	539	140	21	128
rna-XM_003963539.3	gene-slc52a3	1338	2931	yes	866	183	19	270
rna-XM_003963569.3	gene-LOC101063123	951	4218	yes	627	179	6	139
rna-XM_011602769.2	gene-srxn1	447	1329	yes	286	76	11	74
rna-XM_003963571.3	gene-tcf15	543	1534	yes	344	102	6	91
rna-XM_003963572.2	gene-LOC101063787	1173	3056	yes	760	197	30	186
rna-XM_011602770.2	gene-LOC101064011	720	3107	yes	463	128	8	121
rna-XM_011602771.2	gene-LOC101064011	570	2447	no	364	95	7	104
rna-XM_003963574.3	gene-slc13a3	1857	5619	yes	1209	280	43	325
rna-XM_011602773.2	gene-ocstamp	1368	2391	yes	856	256	24	232
rna-XM_003963576.2	gene-LOC101064684	1173	3289	yes	760	199	29	185
rna-XM_011619283.2	gene-LOC105418762	732	2399	yes	463	144	16	109
rna-XM_029833484.1	gene-plxna2	5706	129019	no	3684	998	100	924
rna-XM_011619284.2	gene-plxna2	5706	132254	yes	3684	998	100	924
rna-XM_029833483.1	gene-plxna2	5706	119928	no	3684	998	100	924
rna-XM_029834057.1	gene-LOC101071548	927	12704	yes	609	133	6	179
rna-XM_011619285.2	gene-LOC101071548	924	12702	no	607	133	6	178
rna-XM_029833813.1	gene-LOC105418765	3942	47668	yes	2584	652	32	674
rna-XM_029833816.1	gene-LOC105418765	3921	29004	no	2571	651	32	667
rna-XM_029833814.1	gene-LOC105418765	3873	44969	no	2540	639	33	661
rna-XM_029833815.1	gene-LOC105418765	3693	44965	no	2422	608	32	631
rna-XM_029833817.1	gene-LOC105419389	1095	4117	yes	720	177	15	183
rna-XM_029833818.1	gene-LOC105419389	1092	4116	no	719	175	16	182
rna-XM_029833950.1	gene-LOC105416302	864	3594	no	564	165	21	114
rna-XM_011602791.2	gene-LOC105416302	906	3594	no	590	171	21	124
rna-XM_029833949.1	gene-LOC105416302	909	3594	yes	592	171	21	125
rna-XM_029833951.1	gene-LOC105416302	642	3594	no	422	114	13	93
rna-XM_011602793.2	gene-LOC101066931	2451	7644	yes	1572	460	30	389
rna-XM_011602794.2	gene-LOC101066931	2304	7330	no	1479	431	28	366
rna-XM_003963586.3	gene-LOC101067156	2217	4744	yes	1420	421	17	359
rna-XM_029833945.1	gene-LOC101067379	4242	67311	no	2727	748	48	719
rna-XM_029833943.1	gene-LOC101067379	4320	67309	no	2777	767	49	727
rna-XM_029833942.1	gene-LOC101067379	4323	67309	yes	2779	767	49	728
rna-XM_029833946.1	gene-LOC101067379	3462	64500	no	2226	605	44	587
rna-XM_011602795.2	gene-LOC101067606	1062	2662	no	669	209	15	169
rna-XM_029833947.1	gene-LOC101067606	1173	2686	no	734	231	20	188
rna-XM_003963588.3	gene-LOC101067606	1179	2646	yes	739	230	18	192
rna-XM_029833948.1	gene-LOC101067606	1068	2645	no	673	212	15	168
rna-XM_003963589.3	gene-LOC101067834	1299	6564	yes	855	245	27	172
rna-XM_011602797.2	gene-LOC101068062	3759	12893	yes	2392	744	39	584
rna-XM_011602799.2	gene-LOC101068062	3759	11262	no	2392	744	39	584
rna-XM_029833975.1	gene-LOC101065281	1659	19173	yes	1063	309	18	269
rna-XM_029833976.1	gene-LOC101065281	1641	19172	no	1054	300	18	269
rna-XM_029833977.1	gene-LOC101065281	1632	19172	no	1047	303	18	264
rna-XM_003963577.3	gene-LOC101065281	1614	19171	no	1038	294	18	264
rna-XM_003963591.2	gene-kcng1	1557	9872	yes	983	292	25	257
rna-XM_029834509.1	gene-kcng1	1557	9872	no	983	292	25	257
rna-XM_029834508.1	gene-kcng1	1557	9871	no	983	292	25	257
rna-XM_029834092.1	gene-nfatc2	2586	15675	no	1681	430	40	435
rna-XM_011602801.2	gene-nfatc2	2661	14297	yes	1728	449	40	444
rna-XM_003963592.3	gene-nfatc2	2655	14289	no	1725	446	40	444
rna-XM_011602802.2	gene-atp9a	3141	24722	yes	2013	577	65	486
rna-XM_011602803.2	gene-sall4	3237	6859	yes	2125	551	38	523
rna-XM_029834229.1	gene-zfp64	1605	3789	no	1029	316	20	240
rna-XM_011602806.2	gene-zfp64	1851	3783	no	1192	357	23	279
rna-XM_029834228.1	gene-zfp64	1689	3782	no	1085	337	19	248
rna-XM_011602805.2	gene-zfp64	1926	3781	yes	1242	374	25	285
rna-XM_003963595.3	gene-tshz2	3066	35323	yes	1991	583	30	462
rna-XM_003963596.3	gene-znf217	2790	5801	yes	1787	499	12	492
rna-XM_029834265.1	gene-LOC105416303	1470	7829	no	975	229	11	255
rna-XM_029834266.1	gene-LOC105416303	1359	7829	no	901	213	10	235
rna-XM_011602808.2	gene-LOC105416303	1506	7829	yes	999	235	11	261
rna-XM_029834267.1	gene-LOC105416303	1305	3675	no	852	223	14	216
rna-XM_003963597.3	gene-pfdn4	408	1514	yes	259	89	6	54
rna-XM_029833775.1	gene-LOC105418616	783	1383	yes	507	128	9	139
rna-XM_003963580.2	gene-cbln4	777	6511	yes	500	129	10	138
rna-XM_029833419.1	gene-LOC101069890	2331	14815	yes	1470	471	40	350
rna-NM_001145654.1	gene-cd40	924	4124	yes	604	169	10	141
rna-XM_011602810.2	gene-LOC101070118	957	1446	yes	618	172	9	158
rna-XM_029833930.1	gene-LOC101070346	1101	10656	yes	693	214	11	183
rna-XM_029833929.1	gene-LOC101070346	1056	8834	no	671	191	13	181
rna-XM_011602813.2	gene-plekhg5	3348	41726	no	2134	660	33	521
rna-XM_029833926.1	gene-plekhg5	3219	22737	no	2048	635	33	503
rna-XM_011602814.2	gene-plekhg5	3192	22542	no	2033	630	33	496
rna-XM_029833927.1	gene-plekhg5	3090	18593	no	1966	607	33	484
rna-XM_029833925.1	gene-plekhg5	3375	34837	yes	2151	666	34	524
rna-XM_011602816.2	gene-nol9	2106	5462	yes	1350	382	25	349
rna-XM_011602819.2	gene-zbtb48	2265	4061	yes	1445	464	23	333
rna-XM_029833348.1	gene-zbtb48	2262	4061	no	1443	463	23	333
rna-XM_029833347.1	gene-zbtb48	2265	3979	no	1445	464	23	333
rna-XM_003963603.3	gene-klhl21	1836	7470	yes	1187	335	13	301
rna-XM_011602820.2	gene-klhl21	1836	5099	no	1187	335	13	301
rna-XM_003963581.3	gene-taf8	927	2709	yes	594	159	12	162
rna-XM_003963604.3	gene-LOC101071264	1404	3721	yes	911	226	29	238
rna-XM_003963583.3	gene-LOC101066482	1344	6275	yes	877	246	28	193
rna-XM_011602822.2	gene-LOC101071499	3558	7991	no	2282	566	39	671
rna-XM_011602821.2	gene-LOC101071499	3558	7991	yes	2282	566	39	671
rna-XM_029833617.1	gene-LOC101071499	3525	7273	no	2256	563	40	666
rna-XM_029834164.1	gene-LOC115249212	1374	5474	no	886	263	32	193
rna-XM_029834163.1	gene-LOC115249212	1431	5426	yes	926	270	34	201
rna-XM_029834165.1	gene-LOC115249213	1689	5450	yes	1104	300	34	251
rna-XM_029834171.1	gene-LOC115249220	1113	1914	yes	729	197	25	162
rna-XM_029834172.1	gene-LOC115249220	1113	1914	no	729	197	25	162
rna-XM_029834173.1	gene-LOC115249220	1113	1914	no	729	197	25	162
rna-XM_029833420.1	gene-LOC115249112	1023	6930	yes	656	187	21	159
rna-XM_029834170.1	gene-LOC115249219	1353	4233	yes	872	262	32	187
rna-XM_029834168.1	gene-LOC115249214	1611	7251	no	1057	278	32	244
rna-XM_029834167.1	gene-LOC115249214	1659	2406	yes	1087	285	32	255
rna-XM_029834176.1	gene-LOC115249223	975	1127	yes	626	173	22	154
rna-XM_029834175.1	gene-LOC115249222	975	1564	yes	627	171	20	157
rna-XM_029834174.1	gene-LOC115249221	1050	4170	yes	673	183	6	188
rna-XM_029833559.1	gene-LOC115249133	1179	8275	yes	758	220	23	178
rna-XM_029833560.1	gene-LOC115249133	945	6221	no	608	191	16	130
rna-XM_029833563.1	gene-LOC115249134	240	12187	no	160	37	2	41
rna-XM_029833562.1	gene-LOC115249134	303	4248	yes	200	52	2	49
rna-XM_003977826.3	gene-LOC101067139	1101	3762	no	707	196	21	177
rna-XM_029833561.1	gene-LOC101067139	1155	3695	yes	738	205	20	192
rna-XM_029834017.1	gene-LOC115246470	1407	5674	yes	893	272	30	212
rna-XM_029834019.1	gene-LOC115246470	1365	5610	no	867	267	30	201
rna-XM_029834020.1	gene-LOC115246470	1326	12214	no	843	259	30	194
rna-XM_029834018.1	gene-LOC115246470	1368	12214	no	869	264	30	205
rna-XM_029834310.1	gene-LOC115249245	345	1676	yes	223	58	3	61
rna-XM_029834309.1	gene-LOC115249244	558	2452	yes	355	100	3	100
