gene	FR	FS	PR	PS	Tsil	Trepl	npop	nout	mk_pval	alpha	mk_pval_fdr	dos	total_poly	total_div	SnIPRE.lbound	SnIPRE.ubound	SnIPRE.class	SnIPRE.est	SnIPRE.Rlbound	SnIPRE.Rubound	SnIPRE.tau	SnIPRE.theta	SnIPRE.Rclass	SnIPRE.Rest	SnIPRE.gamma	SnIPRE.f	SnIPRE.f.lb	SnIPRE.f.ub	SnIPRE.f.class
CHRNA2	3	6	1	2	580.14	1160.28	5	1	1	0	1	0	3	9	-0.266036278732579	0.145497633893018	neut	-0.0602693224197806	-2.14478689682717	-0.184046986601872	1.7634459133892	0.00205836512887344	neg	-1.16441694171452	-0.119007395110976	0.312104245461207	0.117092171712823	0.831896295521082	neg
CHRNA3	0	1	1	2	437.58	875.16	5	1	1	-Inf	1	-0.333333333333333	3	1	-0.407100500824081	0.0265588088243953	neut	-0.190270845999843	-2.84129305740337	-0.327633694204057	1.65480234686575	0.00154148872447408	neg	-1.58446337580371	-0.371875615086567	0.205057722277893	0.0583497813661258	0.720653728696365	neg
CHRNA4	1	1	2	1	572.22	1144.44	5	1	1	-1	1	-0.166666666666667	3	2	-0.39773418877164	0.0257208605122768	neut	-0.186006664129681	-2.09257805824328	0.0961010931006031	1.92474879854634	0.0012453814576371	neut	-0.998238482571339	-0.352040343224931	0.368532594133213	0.12336699468528	1.1008990479192	neut
CHRNA5	0	2	0	1	373.23	746.46	5	1	1	NA	1	0	1	2	-0.394559331727121	0.0457367768271479	neut	-0.174411277449987	-3.25208203139355	-0.524857362544149	1.83111364898807	0.00142095134578413	neg	-1.88846969696885	-0.334301158162012	0.151302795758989	0.0386935108787982	0.591636970398781	neg
CHRNA6	1	1	0	1	568.26	1136.52	5	1	1	1	1	0.5	1	2	-0.402586806207554	0.0289768882864347	neut	-0.18680495896056	-2.76349096471525	-0.279051931519926	2.13306620834669	0.00108681357970908	neg	-1.52127144811759	-0.346069825358158	0.218433601806052	0.0630701383245549	0.756501811848093	neg
CHRNB2	0	2	1	2	283.47	566.94	5	1	1	-Inf	1	-0.333333333333333	3	2	-0.364244670855591	0.0729410499228864	neut	-0.145651810466352	-2.83875112444557	-0.267511701966597	1.45155027835412	0.00208686684277753	neg	-1.55313141320608	-0.295572174626863	0.211584215858838	0.0584982755948748	0.765281494340206	neg
CHRNB3	1	3	1	2	528.66	1057.32	5	1	1	-0.5	1	-0.0833333333333333	3	4	-0.354235912915608	0.069885201254328	neut	-0.14217535583064	-2.55705226076405	-0.287116073095156	1.70203815500394	0.00170505828679063	neg	-1.4220841669296	-0.278486233292858	0.241208237745838	0.077532851984698	0.750427274877507	neg
CHRNB4	0	2	0	2	485.1	970.2	5	1	1	NA	1	0	2	2	-0.402245714963514	0.0333475796919021	neut	-0.184449067635806	-3.32988306762167	-0.679389041029778	1.733172175492	0.00149233813802632	neg	-2.00463605432572	-0.357170609924588	0.134705723032391	0.0357968788104656	0.506917683709755	neg
CHRND	1	4	2	1	622.71	1245.42	5	1	0.464285714285714	-7	1	-0.466666666666667	3	5	-0.35293246736173	0.0657691192862357	neut	-0.143581674037747	-2.2650065149611	-0.147326937306044	1.80960977567992	0.00155257662445045	neg	-1.20616672613357	-0.277447191342256	0.299341537335399	0.103829307393761	0.86301068080419	neg
CHRNG	5	2	2	5	577.17	1154.34	5	1	0.286130536130536	0.84	1	0.428571428571429	7	7	-0.28544338446616	0.118559731491195	neut	-0.0834418264874825	-1.59517063792414	0.151879028036312	1.52627335549828	0.00229114539235841	neut	-0.721645804943913	-0.169341403264983	0.485946244372019	0.202871571925004	1.16401077758097	neut
CHST1	2	1	0	1	415.8	831.6	5	1	1	1	1	0.666666666666667	1	3	-0.354441526706833	0.0758032489333956	neut	-0.139319138886719	-2.31234635745297	0.0605233055803984	2.08604522936557	0.0012779358373627	neut	-1.12591152593628	-0.261551631028695	0.324356511734542	0.0990327100570764	1.06236616859462	neut
CHST10	0	1	1	0	376.2	752.4	5	1	1	-Inf	1	-1	1	1	-0.412034685766315	0.0262853339779406	neut	-0.192874675894187	-2.67425465093589	-0.0763471420142192	2.00939779556864	0.00116086078541248	neg	-1.37530089647505	-0.361334388507206	0.252759184396248	0.0689561635970962	0.926489115603675	neg
CHST12	0	2	0	2	415.8	831.6	5	1	1	NA	1	0	2	2	-0.393639465772106	0.0437973117760916	neut	-0.174921076998007	-3.32319112889129	-0.643623474709945	1.67430193543903	0.00160788058426039	neg	-1.98340730180062	-0.341883957425645	0.137595553671403	0.0360373016610327	0.525373147265532	neg
CHST13	0	3	0	0	300.96	601.92	5	1	1	NA	1	NA	0	3	-0.371850471488582	0.0710993555856272	neut	-0.150375557951477	-3.2092162108538	-0.437824285734943	1.90406562512993	0.00144318359045142	neg	-1.82352024829437	-0.287103971681915	0.161456296828918	0.040358920663566	0.645438838724409	neg
CHST14	0	1	0	2	322.74	645.48	5	1	1	NA	1	0	2	1	-0.400529761663541	0.0413812411420535	neut	-0.179574260260743	-3.27715263867121	-0.523688245812894	1.64740653141884	0.00161590879121531	neg	-1.90042044224205	-0.351968709497721	0.149505228326014	0.0377354505558239	0.592329157364502	neg
CHST15	0	3	0	4	570.24	1140.48	5	1	1	NA	1	0	4	3	-0.385750997405995	0.0435879835282648	neut	-0.171081506938865	-3.48824814977429	-0.938223637886424	1.43472611240324	0.00200132185894381	neg	-2.21323589383036	-0.346607324280896	0.109346046198396	0.0305539765847487	0.391322497504615	neg
CHST2	0	3	0	3	366.3	732.6	5	1	1	NA	1	0	3	3	-0.362032360428097	0.0739301150913891	neut	-0.144051122668354	-3.41519774612064	-0.76217398788089	1.40641204539596	0.00221655811057436	neg	-2.08868586700076	-0.294599360435854	0.123848028593759	0.0328691439771215	0.466647761428844	neg
CHST3	0	2	3	1	453.42	906.84	5	1	0.4	-Inf	1	-0.75	4	2	-0.389361967281948	0.0358345687276326	neut	-0.176763699277158	-2.12571713794393	0.0821867664677445	1.61307449446557	0.00163451775945169	neut	-1.02176518573809	-0.34824365802725	0.359972926799319	0.119346255349231	1.08562854967818	neut
CHST8	0	2	0	0	426.69	853.38	5	1	1	NA	1	NA	0	2	-0.40810395777154	0.0321997115805065	neut	-0.187952123095517	-3.19080868763079	-0.462372444806008	2.09591147929901	0.00112314572188064	neg	-1.8265905662184	-0.349390322594879	0.160961330438645	0.0411605419229693	0.629787183377602	neg
CHST9	2	2	1	2	407.88	815.76	5	1	1	0.5	1	0.166666666666667	3	4	-0.327978544819023	0.0960037695859148	neut	-0.115987387616554	-2.13360033102738	0.058713074312285	1.71573559674905	0.00180113456716343	neut	-1.03744362835755	-0.227896803116068	0.354384417893194	0.118409236360512	1.06044505751506	neut
CHSY1	0	5	0	2	646.47	1292.94	5	1	1	NA	1	0	2	5	-0.36731609043878	0.0604705934842536	neut	-0.153422748477263	-3.44003704078152	-0.910264444237719	1.71937377354885	0.00166511137225212	neg	-2.17515074250962	-0.299239263565104	0.113590560255758	0.0320628746902508	0.402417659694397	neg
CHSY3	1	4	0	2	639.54	1279.08	5	1	1	1	1	0.2	2	5	-0.353263458116651	0.0712727821322066	neut	-0.140995337992222	-2.96919149121409	-0.59746207150015	1.83219452919921	0.00156325716576894	neg	-1.78332678135712	-0.271856183505432	0.168072053109791	0.0513700043739862	0.550190115620351	neg
CHTF18	2	7	2	5	844.14	1688.28	5	1	1	-0.4	1	-0.0634920634920635	7	9	-0.304790888372487	0.0992642801760437	neut	-0.102763304098222	-2.4488316520799	-0.588592488199136	1.41314992945386	0.0024504397851259	neg	-1.51871207013952	-0.211506062819081	0.218993347208673	0.0864080609814189	0.555093450069465	neg
CHTF8	0	2	0	1	116.82	233.64	5	1	1	NA	1	0	1	2	-0.351386033481705	0.101750699302689	neut	-0.124817667089508	-3.20376037303071	-0.253437866396805	1.53502445360788	0.00207843326551798	neg	-1.72859911971376	-0.251009964777994	0.177544611057986	0.0406377323562919	0.776135277286298	neg
CIAO1	1	1	1	2	160.71	321.42	5	1	1	0.5	1	0.166666666666667	3	2	-0.323704093732158	0.115886913555797	neut	-0.103908590088181	-2.26243068923419	0.267268873469057	1.41966286030791	0.00238789990032136	neut	-0.997580907882565	-0.213587998834283	0.368774841326832	0.10409709548026	1.30639106114008	neut
CIAO2B	0	1	1	1	164.34	328.68	5	1	1	-Inf	1	-0.5	2	1	-0.368801168033705	0.0772190720046702	neut	-0.145791048014517	-2.66218211850362	0.0750496200148676	1.56669123187594	0.00187627424212066	neut	-1.29356624924438	-0.290719901356558	0.274282901493693	0.069794174611477	1.07790886916077	neut
CIAO3	0	2	0	2	462.33	924.66	5	1	1	NA	1	0	2	2	-0.399509367336226	0.0366601334301112	neut	-0.181424616953057	-3.32779673205981	-0.668281210256734	1.7143864631171	0.00152805508783214	neg	-1.99803897115827	-0.35234287728913	0.13559720614922	0.0358716637746722	0.51257895974293	neg
CIB1	3	0	1	0	235.62	471.24	5	1	1	NA	1	0	1	3	-0.320589357435252	0.109513847486503	neut	-0.105537754974375	-1.37467659154437	0.869202853207106	2.16939538574309	0.00129913428012271	neut	-0.252736869168632	-0.197847893640487	0.776677999819272	0.252917008527413	2.38499989093239	neut
CIDEA	1	3	0	0	200.97	401.94	5	1	1	NA	1	NA	0	4	-0.317588890063026	0.124518070199257	neut	-0.0965354099318845	-2.65353697472344	0.0109429234282969	1.85509068025048	0.00173052192396878	neut	-1.32129702564757	-0.187213839346462	0.26678229793677	0.0704004936518673	1.0109856475941	neut
CIDEC	0	2	1	0	235.62	471.24	5	1	0.333333333333333	-Inf	1	-1	1	2	-0.370484610104405	0.0716906597857586	neut	-0.149396975159323	-2.66565208323486	0.000164444117421114	1.79335731851108	0.00155068631527274	neut	-1.33274381955872	-0.288937481841616	0.263746344698564	0.0695522628099081	1.00014889594684	neut
CIITA	4	6	2	3	1152.36	2304.72	5	1	1	0	1	0	5	10	-0.313854083390835	0.0837632324093134	neut	-0.115045425490761	-1.95493590442456	-0.234545619759859	1.98153181677812	0.00148009163577832	neg	-1.09474076209221	-0.219268090522318	0.334626221425723	0.141571341680349	0.790955625642177	neg
CILP	1	5	0	8	1090.98	2181.96	5	1	0.428571428571428	1	1	0.166666666666667	8	6	-0.374737524123568	0.0356674803467247	neut	-0.169535021888422	-3.35763833092613	-1.18370965726821	1.31874516971252	0.00223179375648234	neg	-2.27067399409717	-0.350513203989666	0.103242526563398	0.0348165531190803	0.306140400087721	neg
CILP2	4	17	4	8	1203.84	2407.68	5	1	0.419611534183281	-1.125	1	-0.142857142857143	12	21	-0.199988483961898	0.177056411634393	neut	-0.0114660361637524	-2.31140464168972	-0.853947359121698	1.30205472585372	0.0035717174431029	neg	-1.58267600040571	-0.0245008882178326	0.205424563027609	0.0991265786277288	0.425730716853385	neg
CIP2A	4	5	0	3	868.23	1736.46	5	1	0.490909090909091	1	1	0.444444444444444	3	9	-0.290118112328876	0.116757771849025	neut	-0.0866801702399256	-2.22091589384942	-0.310992099714024	2.01730873621487	0.00157616117205049	neg	-1.26595399678172	-0.165543181273307	0.281965255653343	0.108509519161896	0.732732181793132	neg
CIPC	1	4	2	3	368.28	736.56	5	1	1	-1.66666666666667	1	-0.2	5	5	-0.30688507724088	0.115076583516799	neut	-0.0959042468620403	-2.32089141067871	-0.171590768110008	1.28478176437173	0.0027867392867709	neg	-1.24624108939436	-0.202150352188415	0.287580817222369	0.0981866184735883	0.842323239435294	neg
CIR1	3	1	2	0	448.8	897.6	5	1	1	-Inf	1	-0.25	2	4	-0.341149447384623	0.0783508546472325	neut	-0.131399296368695	-1.41379857930922	0.618383614951485	2.18173027333792	0.00119876229737664	neut	-0.397707482178868	-0.244848512670412	0.671858289476747	0.243214823522726	1.85591460018802	neut
CISD1	1	1	0	1	195.03	390.06	5	1	1	1	1	0.5	1	2	-0.349803186007723	0.0939779797577389	neut	-0.127912603124992	-2.63933284775821	0.0559040067734617	1.78202494622608	0.0016632669500348	neut	-1.29171442049237	-0.248708056341659	0.274791235613704	0.07140801293068	1.05747080868671	neut
CIT	0	5	0	1	2061.18	4122.36	5	1	1	NA	1	0	1	5	-0.462857044499398	-0.047559521192922	neg	-0.25520828284616	-3.422101222408	-1.05361979020626	2.56627791321572	0.000684161280682024	neg	-2.23786050630713	-0.450764664940746	0.124393930625297	0.0380623423418682	0.406550669542098	neg
CITED2	2	0	0	0	244.53	489.06	5	1	1	NA	1	NA	0	2	-0.354392779575869	0.0843167681447122	neut	-0.135038005715578	-2.06936161015425	0.455172714694931	2.24040326509105	0.00115308144812881	neut	-0.807094447729659	-0.250149102876942	0.446151234878897	0.12626421044707	1.57647206312726	neut
CIZ1	2	3	0	1	743.16	1486.32	5	1	1	1	1	0.4	1	5	-0.357599598776081	0.063433002179671	neut	-0.147083298298205	-2.50936135954654	-0.275701044169312	2.21661079877748	0.00115128276643651	neg	-1.39253120185793	-0.272400234793628	0.248442011462023	0.0813147785666832	0.759040594828023	neg
CKAP2	3	4	0	2	531.63	1063.26	5	1	0.5	1	1	0.428571428571429	2	7	-0.28830076320049	0.129754888687857	neut	-0.0792729372563162	-2.26647961879124	-0.156153506001976	1.89343661826235	0.00176213261184368	neg	-1.21131656239661	-0.153599666314296	0.297803783728906	0.103676470139682	0.855427002697236	neg
CKAP2L	3	1	5	0	583.11	1166.22	5	1	0.444444444444444	-Inf	1	-0.25	5	4	-0.37312643473195	0.0358617606988534	neut	-0.168632337016549	-1.00881540908728	0.795792200077338	1.97686461639454	0.00122975130789993	neut	-0.106511604504972	-0.318371717718514	0.898961621674954	0.364658575289451	2.21619575656519	neut
CKAP4	1	1	0	2	426.69	853.38	5	1	1	1	1	0.5	2	2	-0.380168462634935	0.0532826587385813	neut	-0.163442901948177	-2.80463587556259	-0.293139807026126	1.81411960507592	0.00147042038734527	neg	-1.54888784129436	-0.314518282157749	0.212483977475525	0.06052814208144	0.74592210602297	neg
CKAP5	0	9	3	5	2024.55	4049.1	5	1	0.0823529411764705	-Inf	1	-0.375	8	9	-0.413436089553689	-0.0166331209527336	neg	-0.215034605253211	-2.83842365906599	-0.977009832175448	1.69830959102913	0.00139910542392754	neg	-1.90771674562072	-0.416132654521659	0.170901310630022	0.0673900072362891	0.433519104581151	neg
CKB	0	1	0	2	436.92	873.84	5	1	1	NA	1	0	2	1	-0.415505071306078	0.0228267939223786	neut	-0.19633913869185	-3.29062336236467	-0.595683489255832	1.75036518791931	0.00141794226985259	neg	-1.94315342581025	-0.378601666299689	0.143249874885085	0.0372304896760359	0.551169429107716	neg
CKMT2	0	2	0	3	415.8	831.6	5	1	1	NA	1	0	3	2	-0.387965093693647	0.0479518991462015	neut	-0.170006597273723	-3.38676116936888	-0.73321520591524	1.49968500602422	0.00188926781466995	neg	-2.05998818764206	-0.340980223982821	0.127453120735001	0.0338171102253351	0.48035726585084	neg
CKS2	0	1	0	1	79.2	158.4	5	1	1	NA	1	0	1	1	-0.366206566741111	0.0916472083646151	neut	-0.137279679188248	-3.1581598669701	-0.119849178019888	1.56385004612445	0.00194877126845451	neg	-1.63900452249499	-0.27428349307923	0.194174672098444	0.042514309056391	0.887051999791934	neg
CLASP1	0	3	0	4	1539.78	3079.56	5	1	1	NA	1	0	4	3	-0.463806731168764	-0.0461393968461943	neg	-0.254973064007479	-3.510291280353	-1.1160513121973	1.94857051837965	0.00103587585797133	neg	-2.31317129627515	-0.475755739097926	0.116412010854772	0.0351633220661549	0.385408337130815	neg
CLASP2	2	2	1	4	1604.13	3208.26	5	1	0.523809523809524	0.75	1	0.3	5	4	-0.433390224455502	-0.0263521279773908	neg	-0.229871176216447	-2.49759775777753	-0.522615088123855	2.08423142663286	0.000987622745706089	neg	-1.51010642295069	-0.424704251735175	0.255156972089829	0.0950667449599744	0.684979258748097	neg
CLBA1	1	0	2	1	280.17	560.34	5	1	1	1	1	0.333333333333333	3	1	-0.373110087393912	0.0590406607514396	neut	-0.157034713321236	-1.87517350537455	0.450919876551224	1.73518766017146	0.00155466296089445	neut	-0.712126814411662	-0.305471916284722	0.490593402964005	0.153328097442938	1.56976236964981	neut
CLCC1	1	0	0	3	507.87	1015.74	5	1	0.25	1	1	1	3	1	-0.403532307429686	0.0279043151626177	neut	-0.187813996133534	-2.85303593425848	-0.375502503755624	1.74983313574891	0.00143893599544838	neg	-1.61426921900705	-0.36271302443104	0.199050978217427	0.0576686614514876	0.686943772182362	neg
CLCF1	1	6	0	1	231.66	463.32	5	1	1	1	1	0.142857142857143	1	7	-0.257329912374116	0.17745403884108	neut	-0.0399379367665179	-2.87912518266956	-0.349425044398581	1.49606765709086	0.00276009681155085	neg	-1.61427511353407	-0.0821091435027296	0.199049795790641	0.056183704935508	0.705091786459788	neg
CLCN1	3	4	2	1	950.4	1900.8	5	1	1	-1.66666666666667	1	-0.238095238095238	3	7	-0.345551336509833	0.0616105405571341	neut	-0.141970397976349	-1.87014900066797	-0.000162257553341649	2.17287445701005	0.00118849455429186	neg	-0.935155629110658	-0.264223014128216	0.392526666677389	0.154100467419901	0.999822247617823	neg
CLCN2	2	10	3	4	854.04	1708.08	5	1	0.304695562435501	-2.75	1	-0.261904761904762	7	12	-0.270243043642018	0.128645368625833	neut	-0.0707988375080923	-2.31938901273222	-0.56402744406318	1.41850773766865	0.00268128440073709	neg	-1.4417082283977	-0.14645854526129	0.236521468034242	0.0983346382462943	0.568905330125091	neg
CLCN4	2	3	2	2	832.59	1665.18	5	1	1	-0.5	1	-0.1	4	5	-0.36680244146471	0.0452111177771394	neut	-0.160795661843785	-2.08206440279876	-0.112448107571677	1.90275189684663	0.00136861696910236	neg	-1.09725625518522	-0.306442192783502	0.333785527406552	0.124670683731392	0.89364109296968	neg
CLCN6	0	3	0	0	831.6	1663.2	5	1	1	NA	1	NA	0	3	-0.426851519425586	0.00374802053722884	neut	-0.211551749444179	-3.26328299312631	-0.686031594150853	2.31166815944086	0.000908612951134086	neg	-1.97465729363858	-0.384058985897413	0.13880524393818	0.0382625066546003	0.503562121416524	neg
CLCN6,MTHFR	1	0	1	0	93.06	186.12	5	1	1	NA	1	0	1	1	-0.345064915474277	0.103759095763444	neut	-0.120652909855417	-1.93956440202077	0.791494257636063	1.84493452210357	0.0015853716777546	neut	-0.574035072192356	-0.233175343917141	0.563237961870324	0.143765077643488	2.20669092297115	neut
CLCN7	0	4	0	3	753.06	1506.12	5	1	1	NA	1	0	3	4	-0.392033339956425	0.0339793897739627	neut	-0.179026975091231	-3.47039279894709	-0.966473095620806	1.67523545527037	0.00159887820108242	neg	-2.21843294728395	-0.349617850269884	0.108779266787374	0.0311043485686886	0.380422657749147	neg
CLDN1	0	1	0	2	244.2	488.4	5	1	1	NA	1	0	2	1	-0.388389830568441	0.0567324505102268	neut	-0.165828690029107	-3.26532570617617	-0.457522730354665	1.56536440733194	0.00179891978453045	neg	-1.86142421826542	-0.329598228749624	0.155450890414989	0.038184423136977	0.63284894706871	neg
CLDN10	0	2	1	0	224.73	449.46	5	1	0.333333333333333	-Inf	1	-1	1	2	-0.368516390754604	0.0741834441345299	neut	-0.147166473310037	-2.66039613775402	0.0151192050141096	1.78086516621288	0.00157569131865655	neut	-1.32263846636996	-0.285169958225484	0.26642471608731	0.0699190089357121	1.01521599304236	neut
CLDN11	0	2	0	1	205.92	411.84	5	1	1	NA	1	0	1	2	-0.369217237535368	0.0779529736182607	neut	-0.145632131958554	-3.22481536767255	-0.3813180445025	1.6553151326007	0.00177263561657674	neg	-1.80306670608752	-0.286842410533111	0.164792674057977	0.0397443886615645	0.682960413595345	neg
CLDN18	0	3	0	0	330	660	5	1	1	NA	1	NA	0	3	-0.375948772537407	0.0659130343877783	neut	-0.155017869074814	-3.21393745024046	-0.460683395177508	1.93341874641653	0.00139333539314247	neg	-1.83731042270899	-0.294748451341694	0.15924504382036	0.0401716504734441	0.630851845058435	neg
CLDN2	0	2	0	0	229.68	459.36	5	1	1	NA	1	NA	0	2	-0.382311528540625	0.0652184602454736	neut	-0.158546534147576	-3.15920806814717	-0.30894117278237	1.90773817253877	0.00140034273402955	neg	-1.73407462046477	-0.302138876451928	0.176577588674522	0.0424700562443744	0.734235209231702	neg
CLDN20	0	2	0	0	217.8	435.6	5	1	1	NA	1	NA	0	2	-0.380454245938805	0.0676668002339413	neut	-0.156393722852432	-3.15676681247063	-0.296168875206314	1.89444581917861	0.00142304576492635	neg	-1.72646784383847	-0.298596054231987	0.177922536832598	0.0425732014161662	0.743667090591312	neg
CLDN23	2	0	1	0	230.67	461.34	5	1	1	NA	1	0	1	2	-0.346252550209991	0.088524572933885	neut	-0.128863988638053	-1.69721223290023	0.68415324843347	2.09215451170442	0.00128884559888917	neut	-0.506529492233381	-0.242254966355764	0.602581533662448	0.183196631121761	1.98206461867836	neut
CLDN34	1	1	1	2	212.85	425.7	5	1	1	0.5	1	0.166666666666667	3	2	-0.336833815758817	0.0998236885808023	neut	-0.118505063589007	-2.31097568182287	0.164106209757209	1.49146497759291	0.00215284866025057	neut	-1.07343473603283	-0.240171014796829	0.341832280074431	0.0991693775804783	1.17833323864235	neut
CLDN5	0	3	0	2	167.31	334.62	5	1	1	NA	1	0	2	3	-0.331259190512999	0.115229318038875	neut	-0.108014936237062	-3.32108264734615	-0.490799567531668	1.33734662104525	0.00261227746317996	neg	-1.90594110743891	-0.22500242797732	0.148682047370002	0.036113385230437	0.612135644063749	neg
CLDND1	0	3	0	0	249.48	498.96	5	1	1	NA	1	NA	0	3	-0.364036347282408	0.0810957790906148	neut	-0.141470284095897	-3.19990550908593	-0.391556177864933	1.84855363778548	0.00154375504581521	neg	-1.79573084347543	-0.272201028594881	0.166006019670485	0.0407924839325192	0.676003838045852	neg
CLEC16A	0	3	0	2	1058.31	2116.62	5	1	1	NA	1	0	2	3	-0.436713011889274	-0.0119858887500237	neg	-0.224349450319649	-3.39416883803615	-0.903903154677097	2.05137791916805	0.0010494345249218	neg	-2.14903599635662	-0.416247691022254	0.134279830356318	0.0386604811213723	0.466416236478837	neg
CLEC19A	1	2	0	2	163.35	326.7	5	1	1	1	1	0.333333333333333	2	3	-0.312982863033714	0.129880390648216	neut	-0.0915512361927493	-2.74348416603948	-0.0687426021089619	1.45474849704991	0.00243259183918606	neg	-1.40611338407422	-0.187560223914766	0.245090917418139	0.0643444808996676	0.933560780380027	neg
CLEC3A	0	1	1	0	194.04	388.08	5	1	1	-Inf	1	-1	1	1	-0.384160385608201	0.061537500962057	neut	-0.161311442323072	-2.59964329167241	0.133459955028355	1.82716977727212	0.00145336856576034	neut	-1.23309166832203	-0.310057771029514	0.291388217224391	0.0742997708512022	1.1427614758963	neut
CLEC4A	0	2	0	1	229.68	459.36	5	1	1	NA	1	0	1	2	-0.373341771284126	0.0726034770657749	neut	-0.150369147109175	-3.22950458568181	-0.407280685929241	1.68353007716438	0.00170934647912347	neg	-1.81839263580552	-0.294811812788174	0.162286314808941	0.0395620353679327	0.665457127597439	neg
CLGN	2	4	2	3	344.19	688.38	5	1	1	-0.333333333333333	1	-0.0666666666666667	5	6	-0.278214297349481	0.14059175930487	neut	-0.0688112690223055	-2.03113365449989	0.0126326951818883	1.32167297786626	0.00289808484763588	neut	-1.009250479659	-0.144813483926072	0.364500126461978	0.131183717994528	1.01269516713754	neut
CLHC1	2	1	0	3	340.56	681.12	5	1	0.4	1	1	0.666666666666667	3	3	-0.331053660525955	0.0987322289322671	neut	-0.116160715796844	-2.44059960829229	-0.083732159289261	1.61532242561546	0.0019631103167929	neg	-1.26216588379078	-0.231297091220063	0.283035868887967	0.0871193264743724	0.919672817898905	neg
CLIC2	1	1	0	0	245.52	491.04	5	1	1	NA	1	NA	0	2	-0.36776494805956	0.074954709744827	neut	-0.146405119157366	-2.58539171735944	0.0920658202456714	2.07859272800733	0.00126342300787505	neut	-1.24666294855688	-0.274688187365493	0.287459490113663	0.0753663434377804	1.09646634911595	neut
CLIC3	0	3	0	1	259.38	518.76	5	1	1	NA	1	0	1	3	-0.357527378635089	0.0855597266482916	neut	-0.135983825993399	-3.27084198356963	-0.498057301983609	1.64775941875599	0.0018407168686195	neg	-1.88444964277662	-0.268580128338864	0.151912305376449	0.0379743552172494	0.607708765359165	neg
CLIC5	0	2	0	0	249.48	498.96	5	1	1	NA	1	NA	0	2	-0.385311515158071	0.0612875052710574	neut	-0.162012004943507	-3.16310965391851	-0.329005353320994	1.92928081111303	0.00136451833823448	neg	-1.74605750361975	-0.307816683775909	0.17448096560215	0.0423057976529843	0.71966748904381	neg
CLINT1	1	4	1	3	627.66	1255.32	5	1	1	-0.333333333333333	1	-0.05	4	5	-0.347065715674173	0.0726432918245586	neut	-0.137211211924807	-2.69287949233983	-0.490058268954284	1.5845869351828	0.00191334931713366	neg	-1.59146888064706	-0.273332896982875	0.203626215955971	0.0676839091981939	0.612589609813423	neg
CLIP1	3	11	3	2	1453.65	2907.3	5	1	0.262125902992776	-4.5	1	-0.385714285714286	5	14	-0.296340806518844	0.0949640420339722	neut	-0.100688382242436	-2.14926336966729	-0.490201626524274	2.00299724783389	0.0015356631429626	neg	-1.31973249809578	-0.192017240997728	0.267199953708127	0.116569238166971	0.612501792489419	neg
CLIP2	1	5	1	2	1089	2178	5	1	1	-1.5	1	-0.166666666666667	3	6	-0.379250843307057	0.0342595722160091	neut	-0.172495635545524	-2.734565797262	-0.605486182948614	1.98694584472035	0.00126507037990758	neg	-1.67002599010531	-0.325116166887455	0.188242662321242	0.0649208070416036	0.545793530399983	neg
CLIP4	1	1	2	2	694.98	1389.96	5	1	1	0	1	0	4	2	-0.407223534680846	0.0129490216803609	neut	-0.197137256500243	-2.21048896626947	-0.0725476330635177	1.82793058659136	0.00130063424560312	neg	-1.1415182996665	-0.37651314982064	0.319333601807462	0.109646811144882	0.930015665170024	neg
CLK1	1	7	0	2	561	1122	5	1	1	1	1	0.125	2	8	-0.294051327403495	0.127909680404534	neut	-0.0830708234994802	-3.07119651833943	-0.740452715302309	1.65233221095556	0.00214980482316555	neg	-1.90582461682087	-0.165625878042298	0.148699370415016	0.0463358694531653	0.476893657531337	neg
CLK2	1	2	0	1	539.55	1079.1	5	1	1	1	1	0.333333333333333	1	3	-0.381103279259269	0.0496222375078325	neut	-0.165740520875718	-2.80098830715314	-0.331055869442361	2.04681623967375	0.00123154296725432	neg	-1.56602208829775	-0.310830882822831	0.208874300045341	0.060749296012163	0.718134748337245	neg
CLK3	0	3	0	2	537.9	1075.8	5	1	1	NA	1	0	2	3	-0.390052444257887	0.0428269324674463	neut	-0.173612755895221	-3.36807125987028	-0.760567354615474	1.72418791121532	0.00155561991678948	neg	-2.06431930724288	-0.337198716061149	0.126902383512178	0.0344550116043756	0.467398017209426	neg
CLMN	3	1	6	6	818.07	1636.14	5	1	0.584615384615385	0.666666666666667	1	0.25	12	4	-0.386258116648763	0.0111398603112928	neut	-0.187559128168735	-1.4553179172779	0.157485400531801	1.2301926434431	0.00218841201575237	neut	-0.648916258373047	-0.393234398481915	0.522600220456421	0.233324639210721	1.17055623410912	neut
CLMP	0	1	0	2	368.28	736.56	5	1	1	NA	1	0	2	1	-0.40682457289849	0.033536367135424	neut	-0.186644102881533	-3.28296782314913	-0.555119019752579	1.69044732963292	0.0015292069652462	neg	-1.91904342145085	-0.363286079332669	0.146746410974451	0.0375166311010927	0.573997713280748	neg
CLN5	1	0	0	1	365.31	730.62	5	1	1	1	1	1	1	1	-0.397863501899334	0.0402948328479906	neut	-0.178784334525672	-2.66654510885596	-0.0721081929079546	2.04059940585757	0.00118196756724356	neg	-1.36932665088196	-0.334716797872494	0.254273518570304	0.0694901384200768	0.930424399905771	neg
