BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	Sample_Name	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	ArrayExpress-SPECIES	Subject_ID	Alias	ENA_CHECKLIST	use_species
PRJEB1254	ERR315235	WGS	200	4589767400	SAMEA1920098	3374426459	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX288383	Illumina HiSeq 2000	6813830	PAIRED	RANDOM	GENOMIC	Aulonocara_stuartgranti	ILLUMINA	2013-07-23T00:00:00Z	SAMEA1920098	ERP002088	missing	ERS208884	2013-07-15	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-06-20T17:01:55Z	2018-03-08T16:14:31Z	public	ERS208884	Aulonocara stuartgranti	NA	NA	Aulonocara_stuartgranti__Usisya___offspring_-sc-2013-01-28T12:01:23Z-1530729	NA	0
PRJEB1254	ERR271651	WGS	200	5251306000	SAMEA1877429	3661242414	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX245878	Illumina HiSeq 2000	6526386	PAIRED	RANDOM	GENOMIC	Alticorpus	ILLUMINA	2013-05-15T00:00:00Z	SAMEA1877429	ERP002088	missing	ERS198955	2013-05-07	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:48Z	2018-03-09T10:05:36Z	public	ERS198955	Alticorpus	NA	NA	Alticorpus_macrocleithrum-sc-2012-12-14T14:26:31Z-1512696	NA	0
PRJEB1254	ERR271652	WGS	200	6931419000	SAMEA1877480	4852879615	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX245879	Illumina HiSeq 2000	6526398	PAIRED	RANDOM	GENOMIC	Placidochromis_milomo	ILLUMINA	2013-05-15T00:00:00Z	SAMEA1877480	ERP002088	missing	ERS198956	2013-05-07	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:42Z	2018-03-09T09:59:39Z	public	ERS198956	Placidochromis milomo	NA	NA	Placidochromis_milomo-sc-2012-12-14T14:26:32Z-1512697	NA	0
PRJEB1254	ERR271654	WGS	200	4314438000	SAMEA1877421	3008461765	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX245881	Illumina HiSeq 2000	6526422	PAIRED	RANDOM	GENOMIC	Nimbochromis_livingstonii	ILLUMINA	2013-05-15T00:00:00Z	SAMEA1877421	ERP002088	missing	ERS198958	2013-05-07	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:48Z	2018-03-09T10:05:36Z	public	ERS198958	Nimbochromis livingstonii	NA	NA	Nimbochromis_livingstoni-sc-2012-12-14T14:26:34Z-1512699	NA	0
PRJEB1254	ERR271655	WGS	200	4945540800	SAMEA1877499	3452540468	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX245882	Illumina HiSeq 2000	6526434	PAIRED	RANDOM	GENOMIC	Lethrinops_lethrinus	ILLUMINA	2013-05-15T00:00:00Z	SAMEA1877499	ERP002088	missing	ERS198959	2013-05-07	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:43Z	2018-03-09T09:59:39Z	public	ERS198959	Lethrinops lethrinus	NA	NA	Lethrinops_lethrinus-sc-2012-12-14T14:26:35Z-1512700	NA	0
PRJEB1254	ERR271656	WGS	200	5095431600	SAMEA1877451	3552829015	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX245883	Illumina HiSeq 2000	6526446	PAIRED	RANDOM	GENOMIC	Placidochromis_johnstoni	ILLUMINA	2013-05-15T00:00:00Z	SAMEA1877451	ERP002088	missing	ERS198960	2013-05-07	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:48Z	2018-03-09T10:05:55Z	public	ERS198960	Placidochromis johnstoni	NA	NA	Placidochromis_johnstoni-sc-2012-12-14T14:26:36Z-1512701	NA	0
PRJEB1254	ERR271657	WGS	200	5217907200	SAMEA1877411	3628364697	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX245884	Illumina HiSeq 2000	6526458	PAIRED	RANDOM	GENOMIC	Nimbochromis_linni	ILLUMINA	2013-05-15T00:00:00Z	SAMEA1877411	ERP002088	missing	ERS198961	2013-05-07	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:48Z	2018-03-08T16:10:03Z	public	ERS198961	Nimbochromis linni	NA	NA	Nimbochromis_linni-sc-2012-12-14T14:26:37Z-1512702	NA	0
PRJEB1254	ERR271658	WGS	200	4901767800	SAMEA1877476	3421320125	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX245885	Illumina HiSeq 2000	6526470	PAIRED	RANDOM	GENOMIC	Nimbochromis_polystigma	ILLUMINA	2013-05-15T00:00:00Z	SAMEA1877476	ERP002088	missing	ERS198962	2013-05-07	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:43Z	2018-03-09T09:59:39Z	public	ERS198962	Nimbochromis polystigma	NA	NA	Nimbochromis_polystigma-sc-2012-12-14T14:26:38Z-1512703	NA	0
PRJEB1254	ERR271659	WGS	200	5238169200	SAMEA1877429	3577780017	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX245886	Illumina HiSeq 2000	6526386	PAIRED	RANDOM	GENOMIC	Alticorpus	ILLUMINA	2013-05-15T00:00:00Z	SAMEA1877429	ERP002088	missing	ERS198955	2013-05-07	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:48Z	2018-03-09T10:05:36Z	public	ERS198955	Alticorpus	NA	NA	Alticorpus_macrocleithrum-sc-2012-12-14T14:26:31Z-1512696	NA	0
PRJEB1254	ERR271660	WGS	200	6909021000	SAMEA1877480	4740743187	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX245887	Illumina HiSeq 2000	6526398	PAIRED	RANDOM	GENOMIC	Placidochromis_milomo	ILLUMINA	2013-05-15T00:00:00Z	SAMEA1877480	ERP002088	missing	ERS198956	2013-05-07	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:42Z	2018-03-09T09:59:39Z	public	ERS198956	Placidochromis milomo	NA	NA	Placidochromis_milomo-sc-2012-12-14T14:26:32Z-1512697	NA	0
PRJEB1254	ERR271661	WGS	200	4925765800	SAMEA1877409	3375301568	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX245888	Illumina HiSeq 2000	6526410	PAIRED	RANDOM	GENOMIC	Placidochromis_electra	ILLUMINA	2013-05-15T00:00:00Z	SAMEA1877409	ERP002088	missing	ERS198957	2013-05-07	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:48Z	2018-03-09T10:05:55Z	public	ERS198957	Placidochromis electra	NA	NA	Placidochromis_electra-sc-2012-12-14T14:26:33Z-1512698	NA	0
PRJEB1254	ERR271662	WGS	200	4301437400	SAMEA1877421	2938714582	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX245889	Illumina HiSeq 2000	6526422	PAIRED	RANDOM	GENOMIC	Nimbochromis_livingstonii	ILLUMINA	2013-05-15T00:00:00Z	SAMEA1877421	ERP002088	missing	ERS198958	2013-05-07	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:48Z	2018-03-09T10:05:36Z	public	ERS198958	Nimbochromis livingstonii	NA	NA	Nimbochromis_livingstoni-sc-2012-12-14T14:26:34Z-1512699	NA	0
PRJEB1254	ERR271663	WGS	200	4934062200	SAMEA1877499	3375024812	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX245890	Illumina HiSeq 2000	6526434	PAIRED	RANDOM	GENOMIC	Lethrinops_lethrinus	ILLUMINA	2013-05-15T00:00:00Z	SAMEA1877499	ERP002088	missing	ERS198959	2013-05-07	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:43Z	2018-03-09T09:59:39Z	public	ERS198959	Lethrinops lethrinus	NA	NA	Lethrinops_lethrinus-sc-2012-12-14T14:26:35Z-1512700	NA	0
PRJEB1254	ERR271664	WGS	200	5084112600	SAMEA1877451	3473186873	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX245891	Illumina HiSeq 2000	6526446	PAIRED	RANDOM	GENOMIC	Placidochromis_johnstoni	ILLUMINA	2013-05-15T00:00:00Z	SAMEA1877451	ERP002088	missing	ERS198960	2013-05-07	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:48Z	2018-03-09T10:05:55Z	public	ERS198960	Placidochromis johnstoni	NA	NA	Placidochromis_johnstoni-sc-2012-12-14T14:26:36Z-1512701	NA	0
PRJEB1254	ERR271665	WGS	200	5206288000	SAMEA1877411	3546379135	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX245892	Illumina HiSeq 2000	6526458	PAIRED	RANDOM	GENOMIC	Nimbochromis_linni	ILLUMINA	2013-05-15T00:00:00Z	SAMEA1877411	ERP002088	missing	ERS198961	2013-05-07	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:48Z	2018-03-08T16:10:03Z	public	ERS198961	Nimbochromis linni	NA	NA	Nimbochromis_linni-sc-2012-12-14T14:26:37Z-1512702	NA	0
PRJEB1254	ERR271666	WGS	200	4886943200	SAMEA1877476	3342339003	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX245893	Illumina HiSeq 2000	6526470	PAIRED	RANDOM	GENOMIC	Nimbochromis_polystigma	ILLUMINA	2013-05-15T00:00:00Z	SAMEA1877476	ERP002088	missing	ERS198962	2013-05-07	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:43Z	2018-03-09T09:59:39Z	public	ERS198962	Nimbochromis polystigma	NA	NA	Nimbochromis_polystigma-sc-2012-12-14T14:26:38Z-1512703	NA	0
PRJEB1254	ERR271667	WGS	200	7820320400	SAMEA1877489	5372654629	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX245894	Illumina HiSeq 2000	6526387	PAIRED	RANDOM	GENOMIC	Aulonocara_stuartgranti	ILLUMINA	2013-05-15T00:00:00Z	SAMEA1877489	ERP002088	missing	ERS198963	2013-05-07	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:48Z	2018-03-08T16:10:47Z	public	ERS198963	Aulonocara stuartgranti	NA	NA	Aulonocara_stuartgranti__maisoni_-sc-2012-12-14T14:26:39Z-1512704	NA	0
PRJEB1254	ERR271668	WGS	200	5171862200	SAMEA1877440	3612589262	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX245895	Illumina HiSeq 2000	6526399	PAIRED	RANDOM	GENOMIC	Aulonocara	ILLUMINA	2013-05-15T00:00:00Z	SAMEA1877440	ERP002088	missing	ERS198964	2013-05-07	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:48Z	2018-03-09T10:05:36Z	public	ERS198964	Aulonocara	NA	NA	Aulonocara_steveni-sc-2012-12-14T14:26:41Z-1512705	NA	0
PRJEB1254	ERR271669	WGS	200	3910286800	SAMEA1877402	2713887320	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX245896	Illumina HiSeq 2000	6526411	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2013-05-15T00:00:00Z	SAMEA1877402	ERP002088	missing	ERS198965	2013-05-07	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T10:57:45Z	2018-03-09T09:59:47Z	public	ERS198965	Astatotilapia	NA	NA	Massoko_Yellow_1-sc-2012-12-14T14:26:42Z-1512706	NA	0
PRJEB1254	ERR271670	WGS	200	6084737200	SAMEA1877507	4214703256	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX245897	Illumina HiSeq 2000	6526423	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2013-05-15T00:00:00Z	SAMEA1877507	ERP002088	missing	ERS198966	2013-05-07	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T10:57:45Z	2018-03-09T10:05:55Z	public	ERS198966	Astatotilapia	NA	NA	Massoko_Yellow_2-sc-2012-12-14T14:26:43Z-1512707	NA	0
PRJEB1254	ERR271671	WGS	200	3235648800	SAMEA1877417	2236853187	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX245898	Illumina HiSeq 2000	6526435	PAIRED	RANDOM	GENOMIC	Lethrinops_albus	ILLUMINA	2013-05-15T00:00:00Z	SAMEA1877417	ERP002088	missing	ERS198967	2013-05-07	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:48Z	2018-03-09T10:05:36Z	public	ERS198967	Lethrinops albus	NA	NA	Lethrinops_albus-sc-2012-12-14T14:26:43Z-1512708	NA	0
PRJEB1254	ERR271672	WGS	200	5216915000	SAMEA1877503	3614137052	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX245899	Illumina HiSeq 2000	6526447	PAIRED	RANDOM	GENOMIC	Otopharynx	ILLUMINA	2013-05-15T00:00:00Z	SAMEA1877503	ERP002088	missing	ERS198968	2013-05-07	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:43Z	2018-03-09T09:59:47Z	public	ERS198968	Otopharynx	NA	NA	Otopharynx_tetrastigma-sc-2012-12-14T14:26:44Z-1512709	NA	0
PRJEB1254	ERR271673	WGS	200	6128019800	SAMEA1877455	4232419923	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX245900	Illumina HiSeq 2000	6526459	PAIRED	RANDOM	GENOMIC	Lethrinops_auritus	ILLUMINA	2013-05-15T00:00:00Z	SAMEA1877455	ERP002088	missing	ERS198969	2013-05-07	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:48Z	2018-03-09T10:05:55Z	public	ERS198969	Lethrinops auritus	NA	NA	Lethrinops_auritus-sc-2012-12-14T14:26:45Z-1512710	NA	0
PRJEB1254	ERR271674	WGS	200	5061767200	SAMEA1877484	3498012374	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX245901	Illumina HiSeq 2000	6526471	PAIRED	RANDOM	GENOMIC	Lethrinops_gossei	ILLUMINA	2013-05-15T00:00:00Z	SAMEA1877484	ERP002088	missing	ERS198970	2013-05-07	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:48Z	2018-03-09T10:05:36Z	public	ERS198970	Lethrinops gossei	NA	NA	Lethrinops_gossei-sc-2012-12-14T14:26:46Z-1512711	NA	0
PRJEB1254	ERR271676	WGS	200	5210611000	SAMEA1877440	3618887853	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX245903	Illumina HiSeq 2000	6526399	PAIRED	RANDOM	GENOMIC	Aulonocara	ILLUMINA	2013-05-15T00:00:00Z	SAMEA1877440	ERP002088	missing	ERS198964	2013-05-07	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:48Z	2018-03-09T10:05:36Z	public	ERS198964	Aulonocara	NA	NA	Aulonocara_steveni-sc-2012-12-14T14:26:41Z-1512705	NA	0
PRJEB1254	ERR271679	WGS	200	3261342200	SAMEA1877417	2241884666	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX245906	Illumina HiSeq 2000	6526435	PAIRED	RANDOM	GENOMIC	Lethrinops_albus	ILLUMINA	2013-05-15T00:00:00Z	SAMEA1877417	ERP002088	missing	ERS198967	2013-05-07	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:48Z	2018-03-09T10:05:36Z	public	ERS198967	Lethrinops albus	NA	NA	Lethrinops_albus-sc-2012-12-14T14:26:43Z-1512708	NA	0
PRJEB1254	ERR271681	WGS	200	6174851600	SAMEA1877455	4240273951	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX245908	Illumina HiSeq 2000	6526459	PAIRED	RANDOM	GENOMIC	Lethrinops_auritus	ILLUMINA	2013-05-15T00:00:00Z	SAMEA1877455	ERP002088	missing	ERS198969	2013-05-07	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:48Z	2018-03-09T10:05:55Z	public	ERS198969	Lethrinops auritus	NA	NA	Lethrinops_auritus-sc-2012-12-14T14:26:45Z-1512710	NA	0
PRJEB1254	ERR271682	WGS	200	5103854800	SAMEA1877484	3506742896	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX245909	Illumina HiSeq 2000	6526471	PAIRED	RANDOM	GENOMIC	Lethrinops_gossei	ILLUMINA	2013-05-15T00:00:00Z	SAMEA1877484	ERP002088	missing	ERS198970	2013-05-07	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:48Z	2018-03-09T10:05:36Z	public	ERS198970	Lethrinops gossei	NA	NA	Lethrinops_gossei-sc-2012-12-14T14:26:46Z-1512711	NA	0
PRJEB1254	ERR266450	WGS	200	5075754600	SAMEA1877464	3454863630	SC	public	bam,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX240946	Illumina HiSeq 2000	6526384	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2013-05-05T00:00:00Z	SAMEA1877464	ERP002088	missing	ERS198939	2013-04-29	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:48Z	2018-03-09T10:05:54Z	public	ERS198939	Astatotilapia	NA	NA	Massoko_blue_1-sc-2012-12-14T14:26:09Z-1512680	NA	0
PRJEB1254	ERR266451	WGS	200	5553444200	SAMEA1877494	3778039773	SC	public	bam,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX240947	Illumina HiSeq 2000	6526396	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2013-05-05T00:00:00Z	SAMEA1877494	ERP002088	missing	ERS198940	2013-04-29	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:48Z	2018-03-09T10:05:34Z	public	ERS198940	Astatotilapia	NA	NA	Massoko_blue_2-sc-2012-12-14T14:26:12Z-1512681	NA	0
PRJEB1254	ERR266452	WGS	200	4028533200	SAMEA1877472	2734048112	SC	public	bam,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX240948	Illumina HiSeq 2000	6526408	PAIRED	RANDOM	GENOMIC	Otopharynx_brooksi	ILLUMINA	2013-05-05T00:00:00Z	SAMEA1877472	ERP002088	missing	ERS198941	2013-04-29	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:43Z	2018-03-09T09:59:52Z	public	ERS198941	Otopharynx brooksi	NA	NA	Otopharynx__brooksi_nkhata_-sc-2012-12-14T14:26:13Z-1512682	NA	0
PRJEB1254	ERR266454	WGS	200	5349108400	SAMEA1877447	3647094002	SC	public	bam,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX240950	Illumina HiSeq 2000	6526432	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2013-05-05T00:00:00Z	SAMEA1877447	ERP002088	missing	ERS198943	2013-04-29	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:48Z	2018-03-09T10:05:36Z	public	ERS198943	Astatotilapia	NA	NA	Massoko_Yellow_2-sc-2012-12-14T14:26:15Z-1512684	NA	0
PRJEB1254	ERR266455	WGS	200	4072263000	SAMEA1877425	2781187796	SC	public	bam,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX240951	Illumina HiSeq 2000	6526444	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2013-05-05T00:00:00Z	SAMEA1877425	ERP002088	missing	ERS198944	2013-04-29	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:43Z	2018-03-09T09:59:52Z	public	ERS198944	Astatotilapia	NA	NA	Massoko_blue_3-sc-2012-12-14T14:26:16Z-1512685	NA	0
PRJEB1254	ERR266456	WGS	200	4458923600	SAMEA1877511	3014782780	SC	public	bam,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX240952	Illumina HiSeq 2000	6526456	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2013-05-05T00:00:00Z	SAMEA1877511	ERP002088	missing	ERS198945	2013-04-29	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:48Z	2018-03-09T10:05:54Z	public	ERS198945	Astatotilapia	NA	NA	Massoko_blue_4-sc-2012-12-14T14:26:17Z-1512686	NA	0
PRJEB1254	ERR266457	WGS	200	4653035000	SAMEA1877436	3160863786	SC	public	bam,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX240953	Illumina HiSeq 2000	6526468	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2013-05-05T00:00:00Z	SAMEA1877436	ERP002088	missing	ERS198946	2013-04-29	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:48Z	2018-03-09T10:05:36Z	public	ERS198946	Astatotilapia	NA	NA	Massoko_blue_5-sc-2012-12-14T14:26:19Z-1512687	NA	0
PRJEB1254	ERR266458	WGS	200	5100484200	SAMEA1877404	3467039286	SC	public	bam,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX240954	Illumina HiSeq 2000	6526385	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2013-05-05T00:00:00Z	SAMEA1877404	ERP002088	missing	ERS198947	2013-04-29	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:43Z	2018-03-09T09:59:52Z	public	ERS198947	Astatotilapia	NA	NA	Massoko_blue_6-sc-2012-12-14T14:26:21Z-1512688	NA	0
PRJEB1254	ERR266459	WGS	200	4390296200	SAMEA1877442	2984917779	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX240955	Illumina HiSeq 2000	6526397	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2013-05-05T00:00:00Z	SAMEA1877442	ERP002088	missing	ERS198948	2013-04-29	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:48Z	2018-03-09T10:05:54Z	public	ERS198948	Astatotilapia	NA	NA	Massoko_Yellow_3-sc-2012-12-14T14:26:22Z-1512689	NA	0
PRJEB1254	ERR266460	WGS	200	5585513000	SAMEA1877414	3797803998	SC	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX240956	Illumina HiSeq 2000	6526409	PAIRED	RANDOM	GENOMIC	Buccochromis	ILLUMINA	2013-05-05T00:00:00Z	SAMEA1877414	ERP002088	missing	ERS198949	2013-04-29	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:48Z	2018-03-09T10:05:36Z	public	ERS198949	Buccochromis	NA	NA	Buccochromis_rhoadesii-sc-2012-12-14T14:26:23Z-1512690	NA	0
PRJEB1254	ERR266461	WGS	200	4950482800	SAMEA1877433	3358062088	SC	public	bam,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX240957	Illumina HiSeq 2000	6526421	PAIRED	RANDOM	GENOMIC	Mylochromis_anaphyrmus	ILLUMINA	2013-05-05T00:00:00Z	SAMEA1877433	ERP002088	missing	ERS198950	2013-04-29	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:43Z	2018-03-09T09:59:52Z	public	ERS198950	Mylochromis anaphyrmus	NA	NA	Mylochromis_anaphyrmus-sc-2012-12-14T14:26:24Z-1512691	NA	0
PRJEB1254	ERR266462	WGS	200	3519972800	SAMEA1877497	2390904015	SC	public	bam,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX240958	Illumina HiSeq 2000	6526433	PAIRED	RANDOM	GENOMIC	Copadichromis_mloto	ILLUMINA	2013-05-05T00:00:00Z	SAMEA1877497	ERP002088	missing	ERS198951	2013-04-29	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:48Z	2018-03-09T10:05:54Z	public	ERS198951	Copadichromis mloto	NA	NA	Copadichromis_mloto-sc-2012-12-14T14:26:25Z-1512692	NA	0
PRJEB1254	ERR266463	WGS	200	5025224400	SAMEA1877469	3410289241	SC	public	bam,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX240959	Illumina HiSeq 2000	6526445	PAIRED	RANDOM	GENOMIC	Placidochromis_vulgaris	ILLUMINA	2013-05-05T00:00:00Z	SAMEA1877469	ERP002088	missing	ERS198952	2013-04-29	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:48Z	2018-03-09T10:05:36Z	public	ERS198952	Placidochromis vulgaris	NA	NA	Placidochromis_vulgaris-sc-2012-12-14T14:26:27Z-1512693	NA	0
PRJEB1254	ERR266464	WGS	200	5203921400	SAMEA1877407	3524057121	SC	public	bam,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX240960	Illumina HiSeq 2000	6526457	PAIRED	RANDOM	GENOMIC	Astatotilapia	ILLUMINA	2013-05-05T00:00:00Z	SAMEA1877407	ERP002088	missing	ERS198953	2013-04-29	2018-11-16	NA	NA	SC	Wellcome Sanger Institute	2013-04-29T17:02:43Z	2018-03-09T09:59:52Z	public	ERS198953	Astatotilapia	NA	NA	Massoko_Yellow_4-sc-2012-12-14T14:26:28Z-1512694	NA	0
